Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Live Oak D Dairy,22651 W Williams RD Hilmar Merced 95324,875,150,200,0,0,0,1225,25358.31,327280.27,229096.19,54185.38,162265.17,447709.5,16890000.0,73948.13,14482.77,131113.55,832218.48,60.0,7688.52,1956.3,5040.25,50402.52,73948.13,14482.77,131113.55,832218.48,0.93,1.23,0.86,3.92,0.0,0.0,0.0,0.0,81636.65000000001,16439.07,136153.8,882621.0,221407.66999999998,52229.079999999994,157224.91999999998,397306.98,27.215519999999998,26.426269919999996,9886728.233819999,63935574.900000006,6.466808168276798,327629.3652,1.0010666551943384,400832.31707317074,1.224737186489032,23.091409439200444
O/L Dairy,22678 W Pioneer RD Los Banos Merced 93635,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15364.55,1572.19,11219.69,0.0,0.0,0.0,0.0,0.0,0.58,0.15,0.14,0.0,0.0,0.0,0.0,0.0,15364.55,1572.19,11219.69,0.0,-15363.849999999999,-1571.19,-11218.69,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Vierra Dairy Farms #2,22682 W Williams AVE Hilmar Merced 95324,0,193,211,593,407,0,1404,11711.19,132682.32,92877.62,19084.45,1.0,44501.94,8154000.0,15965.58,2038.36,23355.4,247446.94,1.0,0.0,0.0,0.0,0.0,15965.58,2038.36,23355.4,247446.94,1.32,0.99,1.32,4.71,42164.46,5697.9,27729.78,377960.7,15965.58,2038.36,23355.4,247446.94,50713.159999999996,13386.550000000001,-27728.78,-333458.76,0.453592,0.440437832,31026.643075239997,30866233.14,994.829929398066,151308.5748,1.140382341822181,195924.87804878052,1.4766464593683657,18.41240854359997
CENTRAL VALLEY REGION,,518,0,150,0,0,0,668,14650.45,186085.77,130260.04,31467.44,98449.79,244568.52,25758000.0,58819.11,15884.32,79269.12,501862.12,67.0,31145.22,10006.39,40952.07,859840.8,58819.11,15884.32,79269.12,501862.12,1.19,1.7,1.36,3.08,215176.61,70372.22,308555.14,8810061.12,89964.33,25890.71,120221.19,1361702.92,-116061.79,-48911.170000000006,-251057.42000000004,-9425333.399999999,30.390664,29.509334744,5579329.92004808,97504590.78,17.476039627920006,189283.814,1.0171858600472246,209100.48780487804,1.123678010440444,25.573418341280654
California Dairy Farms - Stevinson (Formerly Rive,22846 Second AVE Stevinson Merced 95374,1086,76,316,0,365,100,1943,32828.41,419657.91,293760.54,67981.27,202825.17,530268.12,34106700.0,105794.78,21169.2,92155.83,1004360.12,62.0,0.0,0.0,0.0,0.0,105794.78,21169.2,92155.83,1004360.12,1.2,1.08,0.9,8.85,99627.84,34628.48,76636.8,0.0,105794.78,21169.2,92155.83,1004360.12,194132.69999999992,33352.79,126188.36999999998,530268.12,28.122704,27.307145583999997,11581779.65654192,129107843.24700001,11.147496073634416,424143.05720000004,1.0106876269769347,487025.73170731706,1.1605303274453163,22.67575534477821
Rafael Pacheco Dairy,22884 W Ingomar Grade RD Los Banos Merced 93635,789,180,218,212,107,96,1602,28228.82,352028.4,246419.88,57375.24,152554.34,414022.86,12882000.0,71738.06,5402.43,87872.4,601070.32,72.0,108380.42,26752.13,172173.95,0.0,71738.06,5402.43,87872.4,601070.32,1.24,1.09,1.42,2.26,0.0,0.0,0.0,0.0,180118.47999999998,32154.56,260046.35,601070.32,138039.46000000002,30623.109999999997,-19619.610000000015,414022.86,32.658624,31.711523904000003,11215890.331986241,48763651.620000005,4.347728996683616,364716.3544,1.0360424170322622,420141.70731707313,1.1934881029970112,23.51254713148058
Moonshine Dairy,22922 Kilburn RD Crows Landing Stanislaus 95313,2050,400,825,825,250,0,4350,77097.73,948208.15,663745.71,156753.21,400422.21,1060119.0,149599000.0,327983.6,35417.87,456047.23,5150999.98,75.0,71249.51,20961.94,28122.66,396120.82,327983.6,35417.87,456047.23,5150999.98,1.02,0.98,1.14,4.32,134986.43,32401.02,116406.5,3307631.24,399233.11,56379.81,484169.88999999996,5547120.800000001,457509.76999999996,103390.24999999999,255893.05,-2643633.0600000005,34.0194,33.0328374,29539614.844949998,566293550.59,19.170647740751157,996102.6715999999,1.0505105567801751,1125713.4146341465,1.1872007371315534,24.5134310197751
Edelweiss Dairy,2306 W Fulkerth RD Crows Landing Stanislaus 95313,1050,140,300,650,240,0,2380,38896.25,481433.5,337003.45,79330.32,201635.61,528028.2,27856950.0,116935.5,13825.54,188303.44,1457704.5,70.0,46960.46,4718.52,12358.02,163799.88,78326.1,7650.67,99932.59,1003165.47,1.37,0.83,0.82,2.89,42946.23,6610.63,89512.13,469666.07,125286.56,12369.19,112290.61,1166965.35,285706.16000000003,74176.04000000001,188136.31,349101.27999999985,31.75144,30.83064824,13391292.063044,105449977.0995,7.874518500758467,502539.55,1.0438400111334172,571892.6829268292,1.1878954890484963,23.93076605642257
Frank N. Rocha Dairy,23125 E Lone Tree RD Escalon San Joaquin 95320,2100,300,1000,900,600,0,4900,80602.4,988831.77,692182.24,162549.2,410188.61,1060668.0,41348620.0,173253.44,25846.23,308567.59,1555674.61,75.0,133219.8,47198.38,240188.16,6493746.41,173253.44,25846.23,308567.59,1555674.61,1.15,1.36,1.42,7.04,0.0,0.0,0.0,0.0,306473.24,73044.61,548755.75,8049421.0200000005,558962.44,115350.82000000002,170000.44999999995,-5433078.41,34.0194,33.0328374,28936765.562399995,156521479.6342,5.409086903533604,1041383.0079999999,1.0531447710261168,1156426.8292682925,1.1694879395595192,24.3171331861663
"CMC Jerseys, LLC (Formerly Seward Farms)",23204 Bloss AVE Hilmar Merced 95324,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3954.15,1357.4,4308.26,111542.51,5299.63,2333.48,28552.29,129820.49,1.05,3.26,3.04,6.23,0.0,0.0,0.0,0.0,9253.78,3690.88,32860.55,241363.0,-9253.08,-3689.88,-32859.55,-241363.0,0.453592,0.440437832,0.0,0.0,,,,,,
Creekside Dairy,23234 Lone Tree RD Escalon San Joaquin 95320,1290,0,0,300,160,200,1950,38350.17,494714.18,346299.93,82134.45,253672.71,609060.6,15180000.0,100013.22,9325.91,149524.04,640507.46,77.0,76277.05,18343.24,53616.93,1414558.5,100013.22,9325.91,149524.04,640507.46,1.11,1.01,1.03,3.26,8565.48,1299.1,4948.94,159888.96,176290.27000000002,27669.15,203140.97,2055065.96,261457.4,62492.11,195106.84,-965386.8599999999,34.926584,33.913713064,15968271.796184398,57462523.800000004,3.5985436954881127,495484.19639999996,1.0015564874247185,526935.3658536585,1.0651309122646506,25.041518872431915
DeSnayer Dairy,23243 N Rond RD Lodi San Joaquin 95242,1580,300,300,300,275,240,2995,57542.18,728083.08,509658.16,119458.26,328395.27,815155.2,29670000.0,83805.27,11841.81,97617.22,825564.17,94.0,43399.87,9903.63,10859.28,417130.56,83805.27,11841.81,97617.22,825564.17,1.07,0.73,0.69,1.74,0.0,0.0,0.0,0.0,127205.14000000001,21745.44,108476.5,1242694.73,466258.2899999999,109554.63,317535.99,398024.64000000013,42.637648,41.401156207999996,28409473.3899296,112313114.7,3.9533684119541617,743444.9656,1.0210990833628493,789245.7317073172,1.0840050447365392,25.150358509674323
Rocking S Dairy #2,2330 Ladd RD Modesto Stanislaus 95356,1550,400,200,0,310,560,3020,52799.09,681923.46,477346.42,108667.54,307863.96,824049.0,64180195.0,148433.18,24096.06,136029.18,991204.75,80.0,0.0,0.0,0.0,0.0,148433.18,24096.06,136029.18,991204.75,2.46,1.21,1.13,4.76,0.0,0.0,0.0,0.0,148433.18,24096.06,136029.18,991204.75,477346.42,108667.54000000001,307863.96,824049.0,36.28736,35.23502656,25078530.15408,242948351.95495,9.68750363208288,682164.2428,1.0003530935861922,777182.9268292683,1.1396923150719414,22.549611354166665
Pedretti Ranches Inc.,2331 E Roosevelt RD El Nido Merced 95317,450,60,250,170,55,55,1040,18272.87,221766.1,155236.27,36777.9,92344.46,226297.8,7905589.0,57761.95,6693.29,41405.67,272946.72,90.0,83702.38,20827.31,74883.42,1052161.92,57761.95,6693.29,41405.67,272946.72,0.6,1.58,1.29,2.02,0.0,0.0,0.0,0.0,141464.33000000002,27520.600000000002,116289.09,1325108.64,71533.88999999996,15950.59,17461.040000000008,-825864.1199999999,40.82328,39.639404879999994,7378875.218411999,29925895.65649,4.055617525800948,236085.48039999997,1.0645697444289275,247131.7073170732,1.1143800036032252,25.95937872487872
Charles Ahlem Ranch,23546 W American AVE Hilmar Merced 95324,2654,0,0,689,689,0,4032,73833.29,952570.87,666799.61,157184.75,492173.44,1253059.56,43707000.0,129558.8,76967.29,188545.22,1609126.63,60.0,51565.75,9928.98,18084.67,818816.22,129781.64,77206.68,191843.46,1616297.65,1.12,3.75,1.07,3.49,27569.01,7028.11,33728.42,808735.49,181347.39,87135.65999999999,209928.13,2435113.87,587442.01,139988.27000000002,437062.11000000004,-381663.17000000016,27.215519999999998,26.426269919999996,25599391.934203196,165448914.87,6.463001750012065,953926.1068,1.0014227149314359,1091385.6097560974,1.14572641692906,23.37867914182447
California Dairy Farms-Howard,2363 N Howard RD Livingston Merced 95334,4500,750,1500,2500,1000,0,10250,160253.11,2013235.39,1409264.77,329625.34,834506.59,2297565.0,38911512.0,232493.64,19857.55,293021.01,1323578.43,60.0,0.0,0.0,0.0,0.0,232493.64,19857.55,293021.01,1323578.43,1.23,0.65,1.08,3.05,0.0,0.0,0.0,0.0,232493.64,19857.55,293021.01,1323578.43,1409264.77,329625.34,834506.5900000001,2297565.0,27.215519999999998,26.426269919999996,50639339.73419999,147296026.63992,2.908727234854556,2070470.1811999998,1.028429259432003,2494908.536585366,1.239253268136403,22.636959552110245
CENTRAL VALLEY REGION,,0,0,492,1086,572,15,2165,17939.08,180240.36,126168.25,27539.05,1.0,0.0,23977181.0,39330.01,15155.26,152402.83,659314.56,1.0,85806.33,27907.68,51200.04,0.0,39330.01,15155.26,152402.83,659314.56,1.32,1.97,1.51,1.28,0.0,0.0,0.0,0.0,125136.34,43062.94,203602.87,659314.56,40361.92000000001,-368.63000000000466,-51199.04000000001,0.0,0.453592,0.440437832,0.0,90763460.72921,,231772.91360000003,1.2859101790520173,236849.39024390248,1.3140752173592114,22.648261123941495
Pires Dairy,23800 Jack Tone RD Acampo San Joaquin 95220,210,40,80,60,25,25,440,7574.05,93827.18,65679.03,15357.98,40327.12,108372.6,1365000.0,4218.15,638.54,7556.04,34996.43,70.0,0.0,0.0,0.0,0.0,4218.15,638.54,7556.04,34996.43,1.35,0.58,0.5,1.52,23761.92,4740.74,17122.56,697715.2,4218.15,638.54,7556.04,34996.43,41917.11,10617.24,23204.56,-589342.6,31.75144,30.83064824,2813296.6519,5167084.65,1.836665410492824,97856.726,1.0429464681769185,112170.73170731709,1.1955036025522359,23.705041984732823
DK Land LLC,23844 E. Dodds RD Escalon San Joaquin 95320,0,0,250,0,0,0,250,2620.55,23790.0,16653.0,4026.0,1.0,0.0,1890000.0,3237.78,640.35,7372.31,58086.21,1.0,67853.79,21458.41,66128.61,1123612.28,3237.78,640.35,7372.31,58086.21,1.29,1.64,1.0,4.85,0.0,0.0,0.0,0.0,71091.56999999999,22098.76,73500.92,1181698.49,-51200.78999999999,-17432.409999999996,-66127.61,-1123612.28,0.453592,0.440437832,0.0,7154424.9,,33857.506,1.4231822614543927,33384.14634146342,1.40328483991019,28.65134666666667
GJC Dairy #1,2401 Newman RD Turlock Stanislaus 95380,600,96,50,250,150,0,1146,20372.98,258350.96,180845.67,42362.97,116406.19,305419.68,5386000.0,51527.44,11414.06,56532.35,279509.93,73.0,111961.94,66287.34,123857.96,1470705.6,51527.44,11414.06,56532.35,279509.93,1.24,2.79,1.14,2.58,0.0,0.0,0.0,0.0,163489.38,77701.4,180390.31,1750215.53,68883.73000000001,-23924.369999999995,-7451.7699999999895,-1165285.92,33.112216,32.151961736,8167884.359413439,20388218.26,2.496144333446971,263218.9016,1.018842359246507,300777.8048780488,1.1642217426947001,23.67205633962478
R & S Dairy,24065 E Arthur RD Escalon San Joaquin 95320,600,0,300,250,0,0,1150,21519.55,261502.96,183052.07,44375.24,118382.59,283284.0,14199000.0,55728.06,7968.75,97583.6,427504.42,78.0,61314.45,33470.91,65216.36,4623510.36,45794.17,6596.83,77615.69,347392.42,1.01,2.55,1.34,10.29,9933.89,1371.92,19967.92,80112.0,107108.62,40067.740000000005,142832.05,4970902.78,121737.62000000001,10904.329999999993,53166.220000000016,-4340226.36,35.380176,34.354150896,7523559.046224,53749036.59,7.144097130064543,278032.586,1.0632100913886406,292445.1219512195,1.118324327767531,26.858494672754944
Ahlem Farms Partnership,24093 W American AVE Hilmar Merced 95324,3000,450,700,700,550,550,5950,96161.22,1234674.93,864272.45,199714.17,556337.73,1520181.0,48068000.0,206011.75,16345.33,248780.21,2591041.72,60.0,0.0,0.0,0.0,0.0,206011.75,16345.33,248780.21,2591041.72,1.19,0.52,1.03,5.62,210243.98,101730.96,204818.33,5005163.23,206011.75,16345.33,248780.21,2591041.72,654028.47,97983.21,351519.4,-3484982.2300000004,27.215519999999998,26.426269919999996,33277280.396759994,181957087.88,5.467907404407844,1242402.9624,1.006259163616451,1495164.6341463414,1.2109783699474173,22.031908466051974
Dasilva Dairy Farms LLC #3,24197 E Mariposa RD Escalon San Joaquin 95320,425,0,0,0,0,0,425,11233.68,146850.65,102795.46,24918.13,83294.35,200659.5,7992000.0,36922.82,3958.78,39874.45,177160.68,76.0,10435.28,2896.96,1785.94,214416.38,36922.82,3958.78,39874.45,177160.68,1.09,0.38,0.1,0.9,0.0,0.0,0.0,0.0,47358.1,6855.74,41660.39,391577.06,92360.18,22021.17,81508.41,-13756.880000000005,34.472992,33.473275232,5192541.820363999,30252996.720000003,5.826240359077023,145139.1456,0.9883452718799678,155125.0,1.0563453413382917,26.432188235294117
Dasilva Dairy Farms LLC #2,24628 E Mariposa RD Escalon San Joaquin 95320,400,0,0,0,0,0,400,10525.51,137596.91,96317.84,23339.19,78131.16,188856.0,16956000.0,29390.09,5356.46,24829.71,195032.66,75.0,4188.54,790.43,5887.6,563643.36,29390.09,5356.46,24829.71,195032.66,1.05,0.2,0.18,1.51,0.0,0.0,0.0,0.0,33578.63,6146.89,30717.309999999998,758676.02,92129.29999999999,22548.76,72243.56,-374787.36,34.0194,33.0328374,4822794.2604,64185411.96,13.308760128340307,135989.5892,0.9883186272133581,146000.0,1.0610703394429424,26.313775
Mike Van Vliet / Skiff Ranch,24323 E Skiff RD Escalon San Joaquin 95320,0,150,350,250,0,0,750,8239.85,84546.0,59182.2,13285.8,1.0,34587.0,3300000.0,11951.71,1343.88,25528.19,235729.56,1.0,29210.47,7084.18,40531.5,432884.57,11951.71,1343.88,25528.19,235729.56,1.29,1.29,0.98,2.41,0.0,0.0,0.0,0.0,41162.18,8428.060000000001,66059.69,668614.13,29971.730000000003,6201.619999999999,-40530.5,-398297.57,0.453592,0.440437832,24113.971301999998,12491853.0,518.0338337287452,106458.86200000001,1.25918271710075,134871.95121951218,1.595249346148986,22.299264026402643
Anchor J Dairy,24507 W First ST Stevinson Merced 95374,3196,358,1400,1000,400,400,6754,115596.49,1434289.29,1004002.5,236676.31,624268.0,1591507.08,62311041.0,175109.46,27662.33,228470.4,2160437.54,75.0,267867.6,72416.6,133255.0,5262362.0,175109.46,27662.33,228470.4,2160437.54,1.05,0.76,0.36,2.8,0.0,0.0,0.0,0.0,442977.05999999994,100078.93000000001,361725.4,7422799.54,736134.9,164259.71000000002,491013.0,-3670854.92,34.0194,33.0328374,42850527.003653996,235872837.71181002,5.504549283412463,1493506.6508,1.0412869016124355,1653307.5609756098,1.1527016010665532,24.466254839608908
DS Farms LP,24567 E Lone Tree RD Escalon San Joaquin 95320,834,0,50,0,0,0,884,22469.8,291647.55,204153.29,49467.42,162903.48,393764.76,26700000.0,39566.92,8191.35,35685.89,249568.91,75.0,20857.32,3667.41,15295.37,872531.22,39566.92,8191.35,35685.89,249568.91,1.13,0.53,0.41,2.58,0.0,0.0,0.0,0.0,60424.24,11858.76,50981.26,1122100.13,183295.97000000003,45800.009999999995,147608.11,-478766.45999999985,34.0194,33.0328374,10055526.032933999,101070447.0,10.051234183967368,290309.816,0.9954131827954666,311086.82926829264,1.0666533261407225,26.363948031135532
Koolhaas Dairy #2,24544 E Lone Tree RD Escalon San Joaquin 95320,290,0,150,105,0,0,545,9906.24,119561.43,83693.0,20206.97,54734.57,136920.6,7775000.0,34225.31,2256.23,52364.25,401110.77,65.0,0.0,0.0,0.0,0.0,34225.31,2256.23,52364.25,401110.77,0.77,0.37,1.16,1.84,6358.72,1392.3,16449.3,0.0,34225.31,2256.23,52364.25,401110.77,77334.28,18814.670000000002,38285.270000000004,136920.59999999998,29.48348,28.62845908,3030322.3936179997,29431562.75,9.71235364659029,127988.62079999999,1.0704841921010815,139901.8292682927,1.1701250919154504,25.845105949729557
Roest Family Dairy,2472 Gates RD Modesto Stanislaus 95358,1037,0,308,260,125,0,1730,33648.89,417175.86,292023.1,70106.85,202555.04,489609.18,6881000.0,35028.42,7613.26,100817.2,369124.39,75.0,0.0,0.0,0.0,0.0,35028.42,7613.26,100817.2,369124.39,1.19,1.2,2.55,3.04,194571.72,75152.04,72063.6,5085631.2,35028.42,7613.26,100817.2,369124.39,97451.37999999998,-5045.189999999988,130491.43999999997,-4596022.0200000005,34.0194,33.0328374,12503094.120087,26047406.21,2.08327682410654,434743.6588,1.042111254471915,459917.8048780488,1.102455460577342,26.07356535379498
Pareira Dairy,2487 W Turlock RD Snelling Merced 95369,575,100,180,300,100,100,1355,21516.38,267596.7,187317.69,43606.9,110419.5,294538.5,21733000.0,119072.9,11358.48,205445.35,1164459.8,70.0,32768.01,7975.85,36859.52,553491.64,119072.9,11358.48,205445.35,1164459.8,1.07,1.26,1.67,3.23,0.0,0.0,0.0,0.0,151840.91,19334.33,242304.87,1717951.44,154549.67999999996,35631.05,73559.97999999998,-258953.1399999999,31.75144,30.83064824,7595900.96013,82268315.53,10.830619825326425,277991.6296,1.0388455074371246,319375.0,1.1934937912164088,23.29165887788779
Fagundes Bros. Dairy #1,2510 Turlock RD Snelling Merced 95369,1201,115,0,0,0,0,1316,31320.02,408308.62,285816.03,68096.88,223511.76,593556.84,21710000.0,46113.72,8305.26,54870.84,284192.61,61.0,8992.48,2284.38,5584.04,0.0,46113.72,8305.26,54870.84,284192.61,1.23,1.07,1.16,1.48,79647.68,20233.08,49458.64,0.0,55106.2,10589.64,60454.88,284192.61,197175.87,45579.42,168469.07999999996,593556.84,27.669112,26.866707751999996,12905154.401595678,82181251.10000001,6.3680951457534345,404654.6584,0.9910509809956989,480340.0,1.1764140566025767,23.79940729483283
Frank & Carol Borba Dairy,25381 E Dodds RD Escalon San Joaquin 95320,800,85,310,109,237,107,1648,26270.37,329783.45,230848.42,53330.65,148356.73,397311.3,22500000.0,44365.52,6681.67,49272.51,323957.91,60.0,0.0,0.0,0.0,0.0,44365.52,6681.67,49272.51,323957.91,0.88,0.78,0.98,1.28,52763.07,21149.24,55257.97,0.0,44365.52,6681.67,49272.51,323957.91,178085.35,32181.41,93098.76000000001,397311.3,27.215519999999998,26.426269919999996,8536345.840907998,85171725.0,9.977539170430378,339413.1804,1.0292001627128347,394289.0243902439,1.1955997925009394,22.566209302325582
Vierra Heifer Ranch,25511 American AVE Hilmar Merced 95324,0,0,380,0,0,0,380,3920.65,36160.8,25312.56,6119.52,1.0,0.0,4920000.0,7457.19,1392.31,19061.65,154071.4,1.0,5631.52,807.8,1477.12,54238.0,7457.19,1392.31,19061.65,154071.4,1.24,1.3,1.59,5.84,0.0,0.0,0.0,0.0,13088.71,2200.1099999999997,20538.77,208309.4,19681.04,5311.72,-1476.119999999999,-54238.0,0.453592,0.440437832,0.0,18624217.2,,50654.798,1.4008207229928542,50743.902439024394,1.4032848399101898,28.201166666666666
Live Oak Dairy C,25719 Hale RD Newman Stanislaus 95360,600,75,500,0,0,0,1175,19804.52,244620.4,171234.28,40628.72,107314.75,300577.5,28992000.0,133654.05,8036.68,187547.0,1391385.22,50.0,44186.85,6151.56,12764.7,1011176.4,133654.05,8036.68,187547.0,1391385.22,1.02,0.35,0.57,5.87,0.0,0.0,0.0,0.0,177840.9,14188.240000000002,200311.7,2402561.62,127047.42999999996,34477.16,94550.04999999999,-710598.9000000001,22.6796,22.0218916,5425643.542950001,109746606.72,20.22738977436199,255874.3984,1.0460059684310876,313143.29268292687,1.2801192896542024,23.08415977256574
Silva Brothers Dairy #2,25723 N Elliott RD Galt San Joaquin 95632,174,15,0,0,0,0,189,4586.3,59922.38,41945.67,10022.61,32840.74,85611.06,4219100.0,16584.7,2645.05,23877.25,167376.57,65.0,33211.12,7982.06,24942.64,412085.76,16584.7,2645.05,23877.25,167376.57,1.08,1.33,0.97,3.18,0.0,0.0,0.0,0.0,49795.82000000001,10627.11,48819.89,579462.3300000001,8734.549999999988,2040.5499999999993,7898.0999999999985,-326474.70000000007,29.48348,28.62845908,1974934.2496338,15971023.331,8.086863314037624,59254.996,0.9888625251533735,68985.0,1.151239319933554,24.266137566137566
6D Dores Dairy,25762 Turner AVE Hilmar Merced 95324,850,62,155,190,0,0,1257,26539.47,335261.76,234683.23,56408.85,165468.74,415614.96,29155000.0,106637.72,20923.67,176391.39,1070513.29,74.0,0.0,0.0,0.0,0.0,106637.72,20923.67,176391.39,1070513.29,1.1,1.02,1.27,3.27,94733.52,34529.04,106243.2,767312.0,106637.72,20923.67,176391.39,1070513.29,139949.71000000002,21879.80999999999,59225.53999999999,-351697.04000000004,33.565808,32.592399568,10849357.968195839,110363628.55000001,10.17236493380747,342889.9524,1.022752945042107,378950.1219512195,1.1303111990798458,25.562484318838536
Borges Dairy LLC (former John & Teresa Borges,25834 Kasson RD Tracy San Joaquin 95304,410,60,180,145,70,60,925,15570.18,187712.47,131398.73,30728.88,79274.12,207412.2,15605182.0,79969.17,9720.34,146012.92,947327.97,72.0,0.0,0.0,0.0,0.0,79969.17,9720.34,146012.92,947327.97,1.38,0.92,2.59,4.88,0.0,0.0,0.0,0.0,79969.17,9720.34,146012.92,947327.97,131398.73000000004,30728.88,79274.12,207412.19999999995,32.658624,31.711523904000003,5440111.925731201,59072011.99462,10.858602323091024,201166.7256,1.071674809883435,220735.9756097561,1.1759260085904581,24.463589959762405
John Brasil Dairy #1,2613 S Mitchell RD Turlock Stanislaus 95380,1120,125,470,445,265,0,2425,40811.96,507073.04,354951.13,83747.73,218029.4,557619.3,16682295.0,102362.82,18036.22,162819.25,706934.89,74.0,3058.37,1236.84,5554.54,0.0,102362.82,18036.22,162819.25,706934.89,1.18,1.13,1.54,2.02,98245.92,32608.02,115872.9,1197944.8,105421.19,19273.06,168373.79,706934.89,253646.84000000003,49902.869999999995,96601.96000000002,-640325.5000000001,33.565808,32.592399568,14810801.173688399,63149326.315950006,4.263734660629682,527290.5231999999,1.0398709487690372,588406.7073170731,1.1603983270675822,24.340539093752273
D & D Holsteins,26135 W Malta RD Gustine Merced 95322,0,0,120,0,0,0,120,1218.34,11419.2,7993.44,1932.48,1.0,0.0,1110000.0,1111.55,126.9,5965.34,37051.8,1.0,0.0,0.0,0.0,0.0,1111.55,126.9,5965.34,37051.8,0.1,0.01,0.11,0.98,62480.88,30464.28,122633.28,38808.0,1111.55,126.9,5965.34,37051.8,-54487.439999999995,-28531.8,-122632.28,-38808.0,0.453592,0.440437832,0.0,4201805.100000001,,15740.9528,1.3784637102423987,16024.39024390244,1.4032848399101898,27.751077777777773
Nunes Heifers,2618 E Reilly RD Merced Merced 95340,0,0,260,320,0,0,580,5643.55,55192.8,38634.96,9340.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13063.68,4112.64,16740.86,217728.0,0.0,0.0,0.0,0.0,1.18,1.68,1.35,3.44,0.0,0.0,0.0,0.0,13063.68,4112.64,16740.86,217728.0,25571.28,5227.679999999999,-16739.86,-217728.0,0.453592,0.440437832,0.0,0.0,,72914.666,1.3210901784290703,77451.21951219512,1.4032848399101898,26.596040229885055
