Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 18 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",04/30/2024,,4/30/2024,False,,,1475.0,32.2 %,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,1,67,68,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 23 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",05/10/2024,,5/10/2024,False,,,950.0,32.2 %,,,Haulers Calc,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,2,69,70,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 19 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",05/14/2024,,5/14/2024,False,,,1050.0,32.2 %,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,3,71,72,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field24 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",05/16/2024,,5/16/2024,False,,,1050.0,32.2 %,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,4,73,74,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field‘ Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",05/23/2024,,5/23/2024,False,,,250.0,32.2 %,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,5,75,76,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field18 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",09/13/2024,,9/13/2024,False,,,980.0,40.9 %,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,6,77,78,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 21 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",09/13/2024,,9/13/2024,False,,,500.0,29.9%,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,7,79,80,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 20 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",09/23/2024,,9/23/2024,False,,,520.0,29.9%,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,8,81,82,manure,R5-2007-0035_software
Tony Lopes Dairy Lp,27500 W Bunker Rd Gustine Merced 95322,"(37.173121291561, -120.978156477668)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,P&D Dairy North (209) 000-0000,28366 W Husman Rd Gustine 95322,Field 23 Merced,Farmer,Farmer,,"(37.159527054596, -121.002388559749)",09/23/2024,,9/23/2024,False,,,520.0,29.9%,,,Hauler'S Calculations,27500 W Bunker Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,9,83,84,manure,R5-2007-0035_software
John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,"(37.30379925584, -120.995649890005)",Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira (209) 587-1796,Gustine 95322,Fentem Road Hwy 33 Bizzini Merced,Farmer,Farmer,,"(37.1515358, -121.00524)",05/01/2024,,5/1/2024,False,,,3900.0,44.1%,,,Tons Per Load,27890 W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,cas,1,43,44,manure,R5-2007-0035_software
John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,"(37.30379925584, -120.995649890005)",Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira (209) 587-1796,Gustine 95322,Fentem Road Merced,Farmer,Farmer,,"(37.260058869619, -121.021710101709)",05/08/2024,,5/8/2024,False,,,931.0,44.1%,,,Tons Per Load,27890 W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,cas,2,45,46,manure,R5-2007-0035_software
John Silveira Dairy,27890 W Brazo Rd Newman Merced 95360,"(37.30379925584, -120.995649890005)",Alp Custom Spreading,P.O. Box 218 Newman Ca 95360,John Silveira (209) 587-1796,Gustine 95322,Fentem Road Hwy 33 Bizzini Merced,Farmer,Farmer,,"(37.1515358, -121.00524)",10/01/2024,,10/1/2024,False,,,2070.0,924%,,,Tons Per Load,27890 W Brazo Rd Newman 2024 Dairy AR,rancho_cordova,cas,3,47,48,manure,R5-2007-0035_software
Manuel & Maria Silva Dairy #2,2800 White Rd. Turlock 95380,"(37.441444656552, -120.878234804086)",Holsapple'S Manure Spreading,19085 Bradbury Rd. Turlock 95380,John Alameda P.O. Box 862 Hilmar 95324 209-495-7511,West Of Lander Ave. On Fowler Rd. Turlock 95380,,,,,"(37.452856828136, -120.849042912639)",September 24-25 2024,,9/24/2026,False,24.0,60,1440.0,15.2%,,,60 Loads Hauled @ 24 Tons Per Load,"2800 White Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,41,42,manure,R5-2007-0035_general_order
5N Cattle,28470 W Cottonwood Rd Gustine Merced 95322,"(37.189342364291, -121.003402686214)",J&F Fertilizer,900 Meredith Ave Gustine Ca 95322,J&F Fertilizer (209) 854-6325,900 Meredith Ave Gustine 95322,Merced,Composting Facility,Composting Facility,,"(37.24919296673, -121.003727736419)",10/08/2024,,10/8/2024,False,,,1216.0,47.7%,,,Number Of Loads Multiplied By Load Weight,28470 W Cottonwood Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,1,52,53,manure,R5-2007-0035_software
Douma Dairy,28524 Kasson Rd Tracy Ca 95376,"(37.696077277742, -121.29352944032)",Bruce Mellor Inc.,18119 E. Avena Rd Escalon Ca 95320,Raul 209-887-3845,Po Box 479 Linden Ca 95236,,Other Hyponex,Other Hyponex,,"(38.021415, -121.0839665)",1/1/2024-12/31/2024,1/1/2024,12/31/2024,False,,,413.0,,,,,28524 S Kasson Rd Tracy 2024 Dairy AR,rancho_cordova,generic_r5,1,95,96,manure,R5-2007-0035_general_order
Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,"(37.158455344456, -121.017183959958)",Luis Nunes Dairy 1,29191 Husman Rd Gustine Ca 95322,Luis Nunes Dairy #2 (209) 652-7647,Gustine 95322,Hwy 33 Merced,Farmer,Farmer,,"(37.1515358, -121.00524)",05/10/2024,,5/10/2024,False,,,2652.0,58.0 %,,,Tons X Loads,29191 W Husman Rd Gustine 2024 Dairy AR,rancho_cordova,cas,1,40,41,manure,R5-2007-0035_software
Luis C Nunes & Sons Dairy #1,29191 Husman Rd Gustine Merced 95322,"(37.158455344456, -121.017183959958)",Luis Nunes Dairy 1,29191 Husman Rd Gustine Ca 95322,Luis Nunes Dairy #2 (209) 652-7647,Gustine 95322,Hwy 33 Merced,Farmer,Farmer,,"(37.1515358, -121.00524)",10/30/2024,,10/30/2024,False,,,608.0,31.0 %,,,Tons X Loads,29191 W Husman Rd Gustine 2024 Dairy AR,rancho_cordova,cas,2,42,43,manure,R5-2007-0035_software
Manuel Mendes Dairy,29744 Cottonwood Rd Gustine 95322,"(37.18974067233, -121.026112866134)",Jf Fertilizer,900 Meredith Ave. Gustine 95322,John Nunes 900 Meredith Ave Gustine 95322 209-495-1964,900 Meredith Aux. Gustine 95322,,,,,"(37.24919296673, -121.003727736419)",11/17/24,,11/17/2024,False,10.0,40,400.0,62.6% Moisture,,,40 Loads @ 10 Tons Per Load.,29744 Cottonwood Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,2,48,49,manure,R5-2007-0035_general_order
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",01/11/2024,,1/11/2024,False,,,47.3,64.9 %,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,142,143,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95382,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",03/12/2024,,3/12/2024,False,,,721.6,64.9 %,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,2,144,145,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",04/01/2024,,4/1/2024,False,,,883.9,64.9 %,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,3,146,147,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",05/17/2024,,5/17/2024,False,,,99.8,64.9 %,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,4,148,149,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",06/28/2024,,6/28/2024,False,,,26.1,27.2%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,5,150,151,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",07/02/2024,,7/2/2024,False,,,460.2,27.2%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,6,152,153,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",08/01/2024,,8/1/2024,False,,,49.0,91.1%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,7,154,155,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",09/12/2024,,9/12/2024,False,,,169.9,91.1%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,8,156,157,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",10/05/2024,,10/5/2024,False,,,1469.8,91.1%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,9,158,159,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",11/01/2024,,11/1/2024,False,,,697.4,91.1%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,10,160,161,manure,R5-2007-0035_software
G.J. Silva Dairy Inc.,3107 S Prairie Flower Rd Turlock Stanislaus 95380,"(37.464265938599, -120.931190494882)",Joshua Holsapple Fertilizer Spreading,400 N Central Ave Turlock Ca 95380,Joshua Holsapple (209) 668-4727,400 N Central Ave Turlock 95380,Stanislaus,Farmer,Farmer,,"(37.495688478228, -120.958056506216)",12/13/2024,,12/13/2024,False,,,21.5,91.1%,,,Hauler'S Calculations,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,11,162,163,manure,R5-2007-0035_software
Art Silva Dairy #3,3130 Dewitt Rd Modesto Stanislaus 95357,"(37.683600270042, -120.907412795773)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Dores Ag Services (209) 649-4503,Stevinson 95374,2Nd Ave Merced,Broker,Broker,,"(37.307007752902, -120.469542742529)",09/30/2024,,9/30/2024,False,,,2236.0,95.1%,,,Tons X Loads,3130 De Witt Rd Modesto 2024 Dairy AR,rancho_cordova,cas,1,20,21,manure,R5-2007-0035_software
T&L Family Dairy Llc,3137 E. Tuolumne Road Ceres Ca 95307,"(37.514764600207, -120.936846854601)",Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322 (209) 678-2917,750 East Ave Gustine 95322,,Broker,Broker,,"(37.252812984983, -120.994122997389)",10/16/2024,,10/16/2024,False,,,500.0,83.8%,,,Number Of Truckloads X Average Truck Weight,"3137 E Tuolumne Rd, Ceres 2024 Dairy AR",rancho_cordova,generic_r5,1,26,27,manure,R5-2007-0035_general_order
Joe Meirinho And Son Dairy,3354 W Whitmore Ave Modesto 95358,"(37.589328753571, -121.058915947126)",Avila Spreading Service,Po Box 58005,Skittene,3324 S. Carpenter Modeste 95358,,,,,"(37.586562725523, -121.029070755946)",11-21-24,2/11/2026,2/24/2026,False,,,360.0,,,,Load Count/Truck Weight.,3354 W Whitmore Ave Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,61,62,manure,R5-2007-0035_general_order
Jelle Van Der Hoek,337 Gates Rd Modesto Stanislaus 95358,"(37.641822475773, -121.159411948714)",Jf Fertilizer,900 Meredith Ave Gustine Ca 95322,Jf Fertilizer (209) 495-1964,900 Meredith Ave Gustine 95322,Merced,Broker,Broker,,"(37.24919296673, -121.003727736419)",05/07/2024,,5/7/2024,False,10.0,48,480.0,83.3 %,,,48 Loads @ 10 Tons Per Load.,337 N Gates Rd MOdesto 2024 Dairy AR,rancho_cordova,generic_r5,4,40,41,manure,R5-2007-0035_software
Furtado Farms,3449 Paradise Road Modesto Ca 95358,"(37.609516525459, -121.057328666121)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Inderbitzen Dairy 6930 Paradise Road Modesto Ca 95358 209-988-1360,4548 Paradise Road Modesto Ca 95358 017-054-026,,,,017-054-045,"(37.607686, -121.079575)",,,,False,10.0,100,1000.0,(If,,(If Amount Reported In Cubic Yards),100 Loads At 10 Ton Per Load,3449 Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,52,53,manure,R5-2013-0122_general_order
Dutch Door Dairy,3493 Bvd Rd Merced Merced 95341,"(37.291511494358, -120.428083443458)",Richie Lest Farms Inc,14676 Avenue 14 Madera Ca 93637,Green Valley Soils (559) 474-2377,24341 Avenue 14 Madera 93637,Madera,Farmer,Farmer,,"(36.953930997734, -120.105229038794)",08/22/2024,,8/22/2024,False,,,946.18,97.6 %,,,Number Of Loads Multiplied By Load Weight,3493 BVD Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,34,35,manure,R5-2007-0035_software
Dutch Door Dairy,3493 Bvd Rd Merced Merced 95341,"(37.291511494358, -120.428083443458)",Shuteye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Shuteye Transco Llc (559) 645-2284,24662 Road 9 Chowchilla 93610,Madera,Farmer,Farmer,,"(37.110328803356, -120.384573396474)",11/01/2024,,11/1/2024,False,,,1308.96,97.6 %,,,Number Of Loads Multiplied By Load Weight,3493 BVD Ave Merced 2024 Dairy AR,rancho_cordova,generic_r5,3,38,39,manure,R5-2007-0035_software
3 Machados Dairy,3260 W Sandy Mush Rd Merced Merced 95340,"(37.186265199998, -120.550333662215)",Cardoso Farm Services,P.O. Box 60 Hilmar Ca 95324,Erickson Farming (209) 652-3536,3511 W Sandy Mush Rd Merced 95341,Merced,Farmer,Farmer,,"(37.182122150987, -120.555818863472)",11/20/2024,,11/20/2024,False,,,588.0,95.7 %,,,Number Of Loads Multiplied By Load Weight,3510 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,1,131,132,manure,R5-2007-0035_software
3 Machados Dairy,3260 W Sandy Mush Rd Merced Merced 95340,"(37.186265199998, -120.550333662215)",Silva Bros Custom Chopping,5900 W Dickenson Ferry Merced Ca 95341,Fred Melo Farming (209) 678-4212,1319 S Quinley Rd Merced 95341,Merced,Farmer,Farmer,,"(37.268808925184, -120.597465606685)",11/22/2024,,11/22/2024,False,,,612.0,95.2 %,,,Number Of Loads Multiplied By Load Weight,3510 W Sandy Mush Rd Merced 2024 Dairy AR,rancho_cordova,generic_r5,2,133,134,manure,R5-2007-0035_software
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,"(37.52141974751, -120.927587869078)",Dores Ag Services,P.O. Box 65 Sievinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 204-649-4503,23234 Second Ave. Stevinson 95374,,,,,"(37.335594043758, -120.910021746955)",5/6/24,,5/6/2024,False,10.0,464,4640.0,83.2% Moisture,,,464 Loads @ 10 Tons Per Load.,3636 E Monte Vista Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,1,41,42,manure,R5-2007-0035_general_order
Double D Dairy #2,3636 E. Monte Vista Ave. Ceres 95307,"(37.52141974751, -120.927587869078)",Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4563,23234 Second Ave. Stevinson 95374,,,,,"(37.335594043758, -120.910021746955)",10/9/24,,10/9/2024,False,10.0,146,1460.0,12.3 Moisture,,,146 Loads @ 10 Tons Per Load.,3636 E Monte Vista Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,2,43,44,manure,R5-2007-0035_general_order
Double B Dairy #2,3645 W. Bradshaw Road Atwater Ca 95301,"(37.356686474456, -120.5521718974)",Stone Hauling,5175 Shaw Avenue Winton Ca 95388,Stone Yard 9012 Lupin Ave Winton 95388 (209) 756-1491,Stone Yard 9012 Lupin Ave 95388,,Compost Facility,Composting Facility,,"(37.419926425724, -120.603656890627)",11/16/24,,11/16/2024,False,,,2200.0,90.8%,,,Number Of Truckloads X Average Truck Weight,3645 W Bradshaw Rd Atwater 2024 Dairy AR,rancho_cordova,generic_r5,1,53,54,manure,R5-2007-0035_general_order
Art Silva Dairy #2,3701 Langworth Rd Modesto Stanislaus 95357,"(37.692792661345, -120.894766096442)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Dores Ag Services (209) 649-4503,Stevinson 95374,2Nd Ave Merced,Broker,Broker,,"(37.307007752902, -120.469542742529)",06/03/2024,,6/3/2024,False,,,2158.0,30.2 %,,,Tons Per Load,3701 Langworth Rd Modesto 2024 Dairy AR,rancho_cordova,cas,1,49,50,manure,R5-2007-0035_software
Art Silva Dairy #2,3701 Langworth Rd Modesto Stanislaus 95357,"(37.692792661345, -120.894766096442)",Dores Ag Services,22846 2Nd Ave Stevinson Ca 95374,Dores Ag Services (209) 649-4503,Stevinson 95374,2Nd Ave Merced,Broker,Broker,,"(37.307007752902, -120.469542742529)",10/16/2024,,10/16/2024,False,,,1664.0,92.3 %,,,Tons X Load,3701 Langworth Rd Modesto 2024 Dairy AR,rancho_cordova,cas,2,51,52,manure,R5-2007-0035_software
Jimenez Dairy,3928 W. Linwood Ave Turlock Ca 95380,"(37.477890973668, -120.894141644656)",Gibs Hinds Manure Spreading,19075 W Third Ave. Stevinson Ca 95374,Gibs Hinds Manure Spreading 19075 W. Third Ave. Stevinson Ca. 95374 209-634-8934,19075 W. Third Ave. Stevinson Ca. 95374,,Composting Facility,Composting Facility,,"(37.325729172363, -120.834534746052)",10/8/24,,10/8/2024,False,,,1500.0,93.6%,,,Number Of Truckloads X Average Truck Weight,3928 W Linwood Turlock 2024 Dairy AR,rancho_cordova,generic_r5,1,19,20,manure,R5-2007-0035_general_order
Cross A Dairy,4125 Bentley Road Oakdale Ca 95361,"(37.698068734118, -120.868419679286)",Deniz Bros.,5230 Patterson Rd. Oakdale Ca 95361,Bavarro Farms 24532 Clough Road Escalon 95320 209-838-8646,24532 Clough Rd. Escalon Ca,,,,247-130-24,"(37.779409991475, -121.007620962806)",10-17-2024,2/11/2024,2/17/2026,False,,,1180.0,535% Moisture,,,118 Loads@ Hot/Load,4125 Bentley Rd Oakdale 2024 Dairy AR,rancho_cordova,generic_r5,2,53,54,manure,R5-2007-0035_general_order
Gentle Breezes Dairy,4419 S. Faith Home Rd Turlock Ca 95380,"(37.452357140115, -120.922080958691)",Joshua Holsapple'S Fertilizer Spreading Inc.,400 N. Central Avenue Turlock Ca 95380,J.H.F.S. Inc. 400 N. Central Avenue Turlock 95380 (209) 668-4727,400 N. Central Avenue Turlock 95380,,Broker,Broker,,"(37.495688478228, -120.958056506216)",5/9/2024,,5/9/2024,False,,,1800.0,38.74%,,,Number Of Truckloads X Average Truck Weight,4419 S Faith Home Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,1,31,32,manure,R5-2007-0035_general_order
