Source PDF,Street no,Rest of PDF,County,Manifest Number,Is Duplicate,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),First Haul Date,Last Haul Date,Unique Hauling Days Mentioned,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Total Manure Amount (cubic yards),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Manure Number of Hauls,Manure Mass per Haul (tons),Manure Volume per Haul (cubic yards),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,3,,79,80,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,,2024-02-26,,2090000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,4,,81,82,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-03-22,,2520000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,5,,83,84,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom,22245 August Ave Hilmar CA 95324,,,0045-0180-0023-0000 Merced,Farmer,,2024-03-25,,4180000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,6,,85,86,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Joe Egli,21536 August Ave Hilmar CA 95324,,,0045-0140-0054-0000 Merced,Farmer,,2024-04-03,,2970000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,7,,87,88,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-04-11,,2470000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,8,,89,90,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,,2024-04-15,,1540000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,9,,91,92,manure,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,5 Star Spreading,219 Jensen Rd Gustine Ca 95322,Eric Rocha,2406 S Walnut Rd Turlock CA 95380,,,0045-0330-0020-0000 Merced,Broker,,2024-04-23,,,1830.0,44.4,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,10,,93,94,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Rui Avila,9360 Tegner Rd Hilmar CA 95324,9360 Tegner Rd Hilmar 95324,Merced,,Farmer,,2024-05-14,,2200000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,11,,95,96,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Mike Anderson,21510 American Ave Hilmar CA 95324,21510 American Ave Hilmar 95324,Merced,,Farmer,,2024-05-28,,650000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,12,,97,98,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff,9579 Hultbert Rd Hilmar CA 95324,9579 Hultberg Rd Hilmar 95324,Merced,,Farmer,,2024-06-20,,1700000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,13,,99,100,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff,9579 Hultbert Rd Hilmar CA 95324,9579 Hulberg Rd Hilmar 95324,Merced,,Farmer,,2024-06-30,,1200000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,14,,101,102,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-07-03,,3600000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,15,,103,104,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff,9579 Hultbert Rd Hilmar CA 95324,9579 Hultberg Rd Hilmar 95324,Merced,,Farmer,,2024-07-09,,1800000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,16,,105,106,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-07-11,,2040000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,17,,107,108,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Deus Family Farms,19664 Crane Ave Hilmar CA 95324,,,0045-0140-0002-0000 Merced,Farmer,,2024-07-12,,1800000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,18,,109,110,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff,9579 Hultbert Rd Hilmar CA 95324,9579 Hultberg Rd Hilmar 95324,Merced,,Farmer,,2024-07-18,,600000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,19,,111,112,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-07-21,,2160000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,20,,113,114,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Deus Family Farms,19664 Crane Ave Hilmar CA 95324,,,0045-0140-0002-0000 Merced,Farmer,,2024-07-31,,2250000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,21,,115,116,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Deus Family Farms,19664 Crane Ave Hilmar CA 95324,,,0045-0140-0002-0000 Merced,Farmer,,2024-08-19,,2400000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,22,,117,118,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Joe Egli,21536 August Ave Hilmar CA 95324,,,0045-0140-0054-0000 Merced,Farmer,,2024-08-28,,3080000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,23,,119,120,manure,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,5 Star Spreading,219 Jensen Rd Gustine Ca 95322,Eric Rocha,2406 S Walnut Rd Turlock CA 95380,,,0045-0330-002 1-0000 Merced,Broker,,2024-09-04,,,80.0,85.8,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,24,,121,122,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-10-11,,3910000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,25,,123,124,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff,9579 Hultbert Rd Hilmar CA 95324,9579 Hultberg Rd Hilmar 95324,Merced,,Farmer,,2024-10-21,,3200000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,26,,125,126,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,,2024-10-28,,900000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,27,,127,128,manure,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,5 Star Spreading,219 Jensen Rd Gustine Ca 95322,Eric Rocha,2406 S Walnut Rd Turlock CA 95380,,,0044-0016-0003-0000 Stanislaus,Broker,,2024-11-01,,,50.0,85.8,,,,Hauler's Calculations,,,,,,,,,False,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,28,,129,130,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,,2024-12-02,,3800000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,29,,131,132,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Sacramento,Farmer,,2024-12-17,,1740000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,30,,133,134,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,,2024-12-20,,1760000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,31,,135,136,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Deus Family Farms,19664 Crane Ave Hilmar CA 95324,,,0045-0140-0002-0000 Merced,Farmer,,2024-12-27,,7040000.0,,,,,,,Flowmeter,,,,,,,,True,R5-2007-0035_software
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,1,,37,38,manure,x,New Hope Diary,9551 New Hope Rd Galt CA 95632,Bruce Mellor INC.,18119 E. Avena Rd. Escalon CA 95320,Frank,,6111 Lambie Rd Suisun City CA 94585,,,Broker,2024-01-01,2024-12-31,,,2304.0,61.8,,,,Hauler's Estimate,,,,,,,,,False,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,2,,39,40,manure,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Billy Phillips,12771 E Stockton Blvd. Galt 95632,12771 E Stockton Blvd. Galt 95632,12771 E Stockton Blvd. Galt 95632,Macdoel,,003-X260-X010-X000,Broker,2024-01-01,2024-12-31,,,240.0,41.3,,,,Hauler's Estimate,,,,,,,,,False,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,3,,41,42,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Russ Fields 9416 New Hope Rd. Galt 95632,Russ Fields 9416 New Hope Rd. Galt 95632,Russ Fields 9416 New Hope Rd. Galt 95632,,,Farmer,2024-01-01,2024-02-28,,1150000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,4,,43,44,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Ron Silva,11211 Valensin Rd. Galt 95632,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,,,Farmer,,2024-02-01,,400000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,5,,45,46,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Russ Fields,9416 New Hope Rd. Galt 95632,Russ Fields 9416 New Hope Rd. Galt 95632,,,Farmer,,2024-04-18,,350000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,6,,47,48,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Ron Silva,11211 Valensin Rd. Galt 95632,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,,,,2024-04-01,2024-05-18,,850000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,7,,49,50,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Ron Silva,11211 Valensin Rd. Galt 95632,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,,,,,2024-08-01,,700000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
9547 New Hope Rd Galt 2024 Dairy AR,9547.0, New Hope Rd Galt 2024 Dairy AR,rancho_cordova,8,,51,52,wastewater,x,New Hope Dairy,9547 New Hope Rd. Galt 95632,Pipeline From Dairy,9547 New Hope Rd. Galt 95632,Ron Silva,11211 Valensin Rd. Galt 95632,Northeast Corner Of New Hope Rd. And Valley Tree Rd.,,,,,2024-10-01,,350000.0,,,,,,,Gallons Per Minute,,,,,,,,True,R5-2007-0035_general_order
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,,40,41,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-04-07,,624952.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,2,,42,43,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-06-30,,398958.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,3,,44,45,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-07-23,,353759.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,4,,46,47,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-08-17,,308560.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,5,,48,49,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-10-09,,534554.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,6,,50,51,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Babelle Brothers,9374 Columbus Ave Hilmar CA 95324,9374 Columbus Ave Hilmar 95324,Merced,,Farmer,,2024-01-06,,489356.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,7,,52,53,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Babelle Brothers,9374 Columbus Ave Hilmar CA 95324,9374 Columbus Ave Hilmar 95324,Merced,,Farmer,,2024-01-17,,489356.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,8,,54,55,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Babelle Brothers,9374 Columbus Ave Hilmar CA 95324,9374 Columbus Ave Hilmar 95324,Merced,,Farmer,,2024-02-29,,624952.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,9,,56,57,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Babelle Brothers,9374 Columbus Ave Hilmar CA 95324,9374 Columbus Ave Hilmar 95324,Merced,,Farmer,,2024-03-19,,624952.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,10,,58,59,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Babelle Brothers,9374 Columbus Ave Hilmar CA 95324,9374 Columbus Ave Hilmar 95324,Merced,,Farmer,,2024-05-02,,715349.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,11,,60,61,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Philip Deus (209) 648-4602,21476 Johnson Ave Hilmar CA 95324,21476 Johnson Ave Hilmar 95324,Merced,,Farmer,,2024-07-22,,715349.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,12,,62,63,wastewater,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Diniz Pipeline,9558 Columbus Ave Turlock Ca 95380,Philip Deus (209) 648-4602,21476 Johnson Ave Hilmar CA 95324,21476 Johnson Ave Hilmar 95324,Merced,,Farmer,,2024-08-28,,534554.0,,,,,,,Pond Drop,,,,,,,,True,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,13,,64,65,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Bobby Borba (209) 321-5444,6626 Cantral Ave Hilmar CA 95324,6626 Central Ave Hilmar 95324,Merced,,Farmer,,2024-04-01,,,1664.0,73.7,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,14,,66,67,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Sam Avila (209) 595-2446,9630 Tegner Rd Hilmar CA 95324,Hilmar 95324,Hilmar Road Merced,,Farmer,,2024-06-01,,,1040.0,73.7,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,15,,68,69,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine CA 95322,3410 S Hunt Rd Gustine 95322,Merced,,Broker,,2024-06-01,,,520.0,73.7,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,16,,70,71,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine CA 95322,3410 S Hunt Rd Gustine 95324,Merced,,Broker,,2024-09-24,,,845.0,51.0,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,17,,72,73,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,T And L Family Composting,P.O. Box 760 Hilmar Ca 95324,T And L Family Composting Yard,P.O. Box 760 Hilmar CA 95324,Hilmar 95324,Tegner Road Merced,,Composting Facility,,2024-01-16,,,338.0,75.2,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
"9558 Columbus Ave, Hilmar 2024 Dairy AR",9558.0," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,18,,74,75,manure,x,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,T And L Family Composting,P.O. Box 760 Hilmar Ca 95324,T And L Family Composting Yard,P.O. Box 760 Hilmar CA 95324,Hilmar 95324,Tegner Road Merced,,Composting Facility,,2024-02-28,,,364.0,75.2,,,,Tons Per Load,,,,,,,,,False,R5-2007-0035_software
