Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Type,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Source PDF,Manifest Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded)
Th Mello & Sons Dairy,,Lester Mello,9390 Harvey Rd. Galt 95632,Gwerder Family Ranch 8980 Kost Rd. Galt 95632 209-210-7169,8992-9198 Kost Rd. Galt 95632,,Oct 28-Nov. 5 2024,,288.0,,,The,Written Agreement,9390 Harvey Rd Galt 2024 Dairy AR,1,,"(38.239956086364, -121.360973799686)"
Gold Medal Ag #1,,5 Star Spreading,,Eric Rocha,Address City Zip Code,Broker,04/23/2024,,1830.0,,,Haulers Calcs,,"9483 Columbus Ave, Hilmar 2024 Dairy AR",9,,"(38.2964476, -76.5088295)"
Gold Medal Ag #1,,5 Star Spreading,,Eric Rocha,Address City Zip Code,Broker,09/04/2024,,80.0,,,Haulers Calcs,,"9483 Columbus Ave, Hilmar 2024 Dairy AR",23,,"(38.2964476, -76.5088295)"
Gold Medal Ag #1,,5 Star Spreading,,Eric Rocha,Address City Zip Code,Broker,11/01/2024,,50.0,,,Haulers Calcs,,"9483 Columbus Ave, Hilmar 2024 Dairy AR",27,,"(38.2964476, -76.5088295)"
New Hope Diary,Contact Person Name And Phone,Bruce Mellor Inc.,18119 E. Avena Rd. Escalon Ca 95320,Frank 707-426-2500,6111 Lambie Rd Suisun City Ca 94585,E.B. Stone,1/1/2024- 12/31/2024,,2304.0,,,The,Written Agreement,9547 New Hope Rd Galt 2024 Dairy AR,1,"(38.1302, -121.24717)","(38.221399941585, -121.857614424945)"
New Hope Dairy,,Billy Phillips,E. Blvd. Galt 95632,Same,Macdoel 96058 X003-X260-X010-X000,,January-December 2024,,240.0,,,The,Written Agreement,9547 New Hope Rd Galt 2024 Dairy AR,2,,"(41.8275514, -122.0041368)"
Diniz Dairy,,Five Star Custom Spreading Inc.,,Bobby Borba,6626 Central Ave Hilmar 95324,Farmer,04/01/2024,,1664.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",13,,"(37.385386194748, -120.958622955232)"
Diniz Dairy,,Five Star Custom Spreading Inc.,,Sam Avila,Hilmar 95324,Farmer,06/01/2024,,1040.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",14,,"(37.397197, -120.874568)"
Diniz Dairy,,Five Star Custom Spreading Inc.,,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine 95322,Broker,06/01/2024,,520.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",15,,"(37.23988519853, -120.993873468132)"
Diniz Dairy,,Five Star Custom Spreading Inc.,,Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine 95324,Broker,09/24/2024,,845.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",16,,"(37.23988519853, -120.993873468132)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,01/16/2024,,338.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",17,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,02/28/2024,,364.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",18,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,03/16/2024,,130.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",19,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,04/28/2024,,286.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",20,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,05/17/2024,,156.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",21,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,06/12/2024,,78.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",22,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,07/11/2024,,156.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",23,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,08/01/2024,,156.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",24,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,09/06/2024,,130.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",25,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,10/01/2024,,104.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",26,,"(37.397197, -120.874568)"
Diniz Dairy,,T And L Family Composting,,T And L Family Composting Yard,Hilmar 95324,Composting Facility,12/16/2024,,286.0,,,Tons Per Load,,"9558 Columbus Ave, Hilmar 2024 Dairy AR",27,,"(37.397197, -120.874568)"
Vieira Dairy Farm,,Hinds Manure Spreading,,Hinds Manure Spreading,Stevenson 95374,Broker,06/05/2024,,1400.0,,,Averaged Scale Weighed Trucks Multiplied Bt The Number Of Trucks Hauled.,,9701 Atwater Jordan Road Atwater 2024 Dairy AR,1,,"(37.3277179, -120.8531872)"
Vieira Dairy Farm,,Hinds Manure Spreading,,Hinds Manure Spreading,Stevenson 95374,Broker,10/25/2024,,2600.0,,,Averaged Scale Weighed Trucks Multiplied Bt The Number Of Trucks Hauled.,,9701 Atwater Jordan Road Atwater 2024 Dairy AR,2,,"(37.3277179, -120.8531872)"
Gomes Dairy,Contact Person Name And Phone,Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324,23616 Williams Avenue Hilmar 95324,Broker,10/23/24,,2800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"9735 Washington Rd, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.390622411571, -120.916363913993)"
; E.R. Prins Dairy #2,9863 S. Van Allen Road Stockton Ca 95215,E.R. Prins Dairy,10385 S. Van Allen Road Stockton Ca 95215,E.R. Prins Dairy #1 10385 S. Van Allen Road Stockton Ca 95215 209-483-3225,0000 Carter Road Farmington Ca 95230 Stanislaus County Apn 002-001-074,,,,700.0,,,,,9863 S Van Allen Rd Stockton 2024 Dairy AR,1,"(37.877611656616, -121.056870427475)","(37.9173, -120.844)"
B & J Dairy,,Jerry Warren,27613 Sowles Rd. Galt 95632,Mancebo Ranch 700 Village Dr. Galt 95632 209-479-6360,X134-0280-X086-0000 X134-0280-X044-0000 X134-0280-X043-0000,,October 2024,,2000.0,,,The,Written Agreement,9950 Arno Rd Galt 2024 Dairy AR,1,,"(36.374105693, -119.27023)"
B & J Dairy,,Jerry Warren,27613 Sowles Rd. Galt 95632,B & J Farms 10490 Arno Rd. Galt 95632 209-346-6173,X134-0280-X067-0000 X134-0280-X034-0000 X134-0280-X072-0000,,October 2024,,600.0,,,The,Written Agreement,9950 Arno Rd Galt 2024 Dairy AR,2,,"(36.374105693, -119.27023)"
