Source PDF,Street no,Rest of PDF,County,Manifest Number,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,First Haul Date,Last Haul Date,Manure Number of Hauls,Manure Mass per Haul (tons),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
7509 Oakdale Rd Snelling 2024 dairy AR,7509, Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,10,96,97,manure,x,Milk Made Dai,7509 W Oakdale Rd Snellin Merced 95369,Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,5175 Shaw Ave Winton CA 95388,5175 Shaw Ave Winton 95388,Merced,,Broker,,1665,25.8,,20 Yd Side Dump,,,2/8/24,,,,,,,FALSE,R5-2007-0035_software
7509 Oakdale Rd Snelling 2024 dairy AR,7509, Oakdale Rd Snelling 2024 dairy AR,rancho_cordova,11,98,99,manure,x,Milk Made Dai,7509 W Oakdale Rd Snelling Merced 95369,Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone S I 209) 358-3200,5175 Shaw Ave Winton CA 95388,5175 Shaw Winton 95388,Merced,,Broker,,990,28.1,,20 Yd Side Dump,,,1/8/24,,,,,,,FALSE,R5-2007-0035_software
7581 N Merced Ave 2024 Dairy AR,7581, N Merced Ave 2024 Dairy AR,rancho_cordova,1,28,29,manure,x,Joe & Teresa Soares Dairy #2,7581 N Merced Ave Delhi Merced 95315,Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,P.O. Box 189 Delhi CA 95315,Delhi 95315,Bloss Ave Merced,,Broker,,728,72.4,,Tons X Loads,,,10/6/24,,,,,,,FALSE,R5-2007-0035_software
7618 S Hwy 59 El Nido 2024 Dairy AR,7618, S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,1,27,28,manure,x,Azevedo Dairy #2,7618 Highway 59 El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,P.O. Box 149 El Nido CA 95317,El Nido 95317,Coyote Rd Merced,,Broker,,20424,46.4,,24 Tons X Loads,,,7/4/24,,24,,,,,FALSE,R5-2007-0035_software
7618 S Hwy 59 El Nido 2024 Dairy AR,7618, S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,2,29,30,manure,x,Azevedo Dairy #2,7618 Highway 59 El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,P.O. Box 149 El Nido CA 95317,El Nido 95317,Coyote Rd Merced,,Broker,,2952,43.7,,24 Tons X Load,,,10/25/24,,24,,,,,FALSE,R5-2007-0035_software
"7689 Washington Rd, Hilmar 2024 Dairy AR",7689," Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,51,52,manure,x,Fanelli Dairy,7689 Washington Rd Hillmar Merced 95324,Fanelli Dairy,7689 Washington Rd Hilmar Ca 95324,Fanelli Dairy-Heifers (209) 678-2858,23839 W Bloss Ave Hilmar CA 95324,23839 W Bloss Ave Hilmar 95324,Merced,,Farmer,,155,51.4,,Tons Per Load,,,1/1/24,,,,,,,FALSE,R5-2007-0035_software
"7706 Tegner Rd, Hilmar 2024 Dairy AR",7706," Tegner Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,26,27,wastewater,x,Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,Machado-Kindberg,7413 S Mitchell Rd Turlock Ca 95380,Bob Livak (209) 668-8319,22339 Crane Ave Hilmar CA 95324,,,Xx045-X200-X015-Xxxx Merced,Farmer,840000,,,,,Pump Gpm X Run Time,,5/26/24,,,,,,,FALSE,R5-2007-0035_software
"7706 Tegner Rd, Hilmar 2024 Dairy AR",7706," Tegner Rd, Hilmar 2024 Dairy AR",rancho_cordova,2,28,29,wastewater,x,Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,Machado-Kindberg,7413 S Mitchell Rd Turlock Ca 95380,Bob Livak (209) 668-8319,22339 Crane Ave Hilmar CA 95324,,,Xx045-X200-X015-Xxxx Merced,Farmer,720000,,,,,Pump Gpm X Run Time,,7/16/24,,,,,,,FALSE,R5-2007-0035_software
"7706 Tegner Rd, Hilmar 2024 Dairy AR",7706," Tegner Rd, Hilmar 2024 Dairy AR",rancho_cordova,3,30,31,wastewater,x,Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,Machado-Kindberg,7413 S Mitchell Rd Turlock Ca 95380,Bob Livak (209) 668-8319,22339 Crane Ave Hilmar CA 95324,,,Xx045-X200-X015-Xxxx Merced,Farmer,660000,,,,,Pump Gpm X Run Time,,7/28/24,,,,,,,FALSE,R5-2007-0035_software
"7706 Tegner Rd, Hilmar 2024 Dairy AR",7706," Tegner Rd, Hilmar 2024 Dairy AR",rancho_cordova,4,32,33,wastewater,x,Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,Machado-Kindberg,7413 S Mitchell Rd Turlock Ca 95380,Bob Livak (209) 668-8319,22339 Crane Ave Hilmar CA 95324,,,Xx045-X200-X015-Xxxx Merced,Farmer,600000,,,,,Pump Gpm X Run Time,,8/27/24,,,,,,,FALSE,R5-2007-0035_software
"7706 Tegner Rd, Hilmar 2024 Dairy AR",7706," Tegner Rd, Hilmar 2024 Dairy AR",rancho_cordova,5,34,35,wastewater,x,Machado-Kindberg,7706 Tegner Rd Hilmar Merced 95324,Machado-Kindberg,7413 S Mitchell Rd Turlock Ca 95380,Bob Livak (209) 668-8319,22339 Crane Ave Hilmar CA 95324,,,Xx045-X200-X015-Xxxx Merced,Farmer,840000,,,,,Pump Gpm X Run Time,,10/29/24,,,,,,,FALSE,R5-2007-0035_software
7755 Midway Rd Dixon 2024 Dairy AR,7755, Midway Rd Dixon 2024 Dairy AR,rancho_cordova,1,271,272,manure,,Hd Ranch,7815 Midway Rd 95620,Steven Pozzi,6590 Lewis Rd Vacaville CA 95687,Steven Pezzi 6540 Levis Rd Varaville CA 95687,Steven Pezzi 6540 Levis Rd Varaville CA 95687,6456540 Lesrd Unceville CA 95687,,,,,1186 (,33,,Scale,Of,2/11/24,3/11/24,,,,,,,FALSE,R5-2013-0122_general_order
7755 Midway Rd Dixon 2024 Dairy AR,7755, Midway Rd Dixon 2024 Dairy AR,rancho_cordova,2,274,275,manure,,Hd Ranch,7815 Midway Rd Dixen 95620,Steven Pozzi,6540 Lewis Rd Vacaville CA 95687,Steven Parti 6540 Levis Rd Vacaville CA 95687,Steven Parti 6540 Levis Rd Vacaville CA 95687,676540 Leused Vacaville CA 95687,,,,,1011,33,,Scale,Of,,,,,,,,,FALSE,R5-2013-0122_general_order
7755 Midway Rd Dixon 2024 Dairy AR,7755, Midway Rd Dixon 2024 Dairy AR,rancho_cordova,3,277,278,manure,,Hd Ranch,7815 Midway Rd Dixon 95620,Steven Pozzi,6590 Lewis Rd Vacaville CA 95687,Steven Perli 6540 Revis Varaville CA 95687,Steven Perli 6540 Revis Varaville CA 95687,646540 Levard Vienville CA 95687,,,,,985 (,33.24,,Scale,Of,,2/9/24,,,,,,,FALSE,R5-2013-0122_general_order
7755 Midway Rd Dixon 2024 Dairy AR,7755, Midway Rd Dixon 2024 Dairy AR,rancho_cordova,4,280,281,manure,,Hd Remcl,7815 Midway Rd Bixen 95620,Steven Pozzi,6540 Levis Vecanille CA 95687,Steven Perri 6340 Levig Rd Varaville CA 95687,Steven Perri 6340 Levig Rd Varaville CA 95687,646540 Vacaville CA 95687,,,,,519,,,Scale,Of,2/26/24,8/18/24,,,,,,,FALSE,R5-2013-0122_general_order
"7884 Faith Home Rd, Hilmar 2024 Dairy AR",7884," Faith Home Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,45,46,unknown,,Vierra Dairy Farms #3,7884 Faith Home Rd Hilmar 95824,Silva & Sons Custom Spreading,P.O Box 1261 Hilmar 95324,Vierra Dairy Farms 23160 Williams Ave Hilmar 95324 209-668-0843,Vierra Dairy Farms 23160 Williams Ave Hilmar 95324 209-668-0843,,,045-040-013.045-040-021.045-040-036045-040-023,,,,271.3,,@12 Tons Per Load,,,5/15/24,,,,,,,FALSE,R5-2007-0035_general_order
"7965 Washington Rd, Hilmar 2024 Dairy AR",7965," Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,28,29,manure,,Vierra Dairy Farms #4,7985 Washington Rd. Hilmar 95324,Silva & Sons Custom Spreading,P.O Box 1261 Hilmar 95324,Vierra Dairy Farms 23160 Williams Ave Hilmar 95324 209-668-0343,Vierra Dairy Farms 23160 Williams Ave Hilmar 95324 209-668-0343,,,045-040-042045-040-043045-040-004045-040-019,,,4200 [Ton's Or Cubic Yards (Indicate Which Units Used),259.81,,@12 Tons Per Load,,5/7/24,5/8/24,,,,,,,FALSE,R5-2007-0035_general_order
8118 Sikes Rd Dixon 2024 Dairy AR,8118, Sikes Rd Dixon 2024 Dairy AR,rancho_cordova,1,67,68,manure,,Ulys Dairy,8118 Sikes Road Dixon CA 95620,Ulys Dairy,8118 Sikes Road Dixon CA 95620,Atkinson's Hay 7109 Rio Dixon Rd. Dixon CA 95620 707-678-3390,Atkinson's Hay 7109 Rio Dixon Rd. Dixon CA 95620 707-678-3390,7109 Rio Dixon Road Dixon CA,,0109-310-040,,,Manure Solids 1400 Content,,,70 Loads At 20 Ton Per Load,Of,,,70,20,,,,,FALSE,R5-2013-0122_general_order
8178 Paradise Rd Modesto 2024 Dairy AR,8178, Paradise Rd Modesto 2024 Dairy AR,rancho_cordova,1,62,63,manure,,A.P. Avila Dairy,8178 Paradise Road Modesto CA 95358,Avila Spreading Service,Po Box 580742 Modesto CA 95358,Mike Bizzini (Bizzini Ranch) 7519 Paradise Rd. Modesto CA 95358 209-484-1736,Mike Bizzini (Bizzini Ranch) 7519 Paradise Rd. Modesto CA 95358 209-484-1736,7519 Paradise Road Modesto CA,,017-001-012,,,200,50.9,,20 Loads At 10 To Per Load,Of,2/3/24,2/15/24,,,,,,,FALSE,R5-2013-0122_general_order
8201 Mitchell Rd Ceres 2024 Dairy AR,8201, Mitchell Rd Ceres 2024 Dairy AR,rancho_cordova,1,39,40,manure,,Double D Dairy #4,8201 Mitchell Rd Ceres 95307,Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4503,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4503,23234 Second Ave. Stevinson 95374,,,,,Solids 1490 Content,,,149 Loads @ 10 Tons Per Load,,,10/18/24,149,10,,,,,FALSE,R5-2007-0035_general_order
8331 Central Ave Ceres 2024 Dairy AR,8331, Central Ave Ceres 2024 Dairy AR,rancho_cordova,1,20,21,manure,,Frank J. Bettencourt & Sons Dairy,8331 Central Avenue Ceres CA 95307,Silva & Sons LLC,23616 Williams Avenue Hilmar CA 95324,Silva & Sons LLC 23616 Williams Avenue Hilmar 95324 (209) 678-4027,Silva & Sons LLC 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,,Broker,,950,91.6,,Number Of Truckloads X Average Truck Weight,,,11/1/24,,,,,,,FALSE,R5-2007-0035_general_order
8350 E Brady Ave Manteca 2024 Dairy AR,8350, E Brady Ave Manteca 2024 Dairy AR,rancho_cordova,1,47,48,manure,x,Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,B &M Hauling,11708 E Moncure Ave Ripon Ca 95366,B&M Farms (209) 599-3887,11708 E Moncure Ave Ripon CA 95366,Manteca 95366,Lorenzen Rd San Joaquin,,Farmer,,6864,41.3,,Tons X Loads,,,6/25/24,,,,,,,FALSE,R5-2007-0035_software
8350 E Brady Ave Manteca 2024 Dairy AR,8350, E Brady Ave Manteca 2024 Dairy AR,rancho_cordova,2,49,50,manure,x,Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,B &M Hauling,11708 E Moncure Ave Ripon Ca 95366,B&M Farms (209) 599-3887,11708 E Moncure Ave Ripon CA 95366,Manteca 95366,Lorenzen Rd San Joaquin,,Farmer,,7332,27.1,,Tons X Loads,,,11/10/24,,,,,,,FALSE,R5-2007-0035_software
8450 S Hwy 33 Gustine 2024 Dairy AR,8450, S Hwy 33 Gustine 2024 Dairy AR,rancho_cordova,1,85,86,wastewater,x,Live Oak Dairy E,8450 S Hwy 33 Gustine Merced 95322,Pipeline,8450 S 33 Hwy Gustine Ca 95322,Paul Lopes (209) 649-4967,9720 S Whitworth Ave Gustine CA 95322,9720 S Whitworth Ave Gustine 95322,Merced,,Farmer,7280000,,,,,Flowmeter,,3/1/24,,,,,,,TRUE,R5-2007-0035_software
8450 S Hwy 33 Gustine 2024 Dairy AR,8450, S Hwy 33 Gustine 2024 Dairy AR,rancho_cordova,2,87,88,wastewater,x,Live Oak Dairy E,8450 S Hwy 33 Gustine Merced 95322,Pipeline,8450 S 33 Hwy Gustine Ca 95322,Paul Lopes (209) 649-4967,9720 S Whitworth Ave Gustine CA 95322,9720 S Whitworth Ave Gustine 95322,Merced,,Farmer,10000000,,,,,Flowmeter,,3/1/24,,,,,,,TRUE,R5-2007-0035_software
8600 Dos Rios Ln Modesto 2024 Dairy AR,8600, Dos Rios Ln Modesto 2024 Dairy AR,rancho_cordova,1,93,94,manure,,,,Rivercrest Cattle,,B&M Farms 11708 E. Moncure Road Ripon CA 95366 209-599-2565,B&M Farms 11708 E. Moncure Road Ripon CA 95366 209-599-2565,1221 W. Lorenzen Road Tracy CA 95304,,,,,6475,73.5,,259 Loads At 25 Ton Per Load,,,,259,25,,,,,FALSE,R5-2007-0035_general_order
8600 Dos Rios Ln Modesto 2024 Dairy AR,8600, Dos Rios Ln Modesto 2024 Dairy AR,rancho_cordova,2,95,96,manure,,,,Rivercrest Cattle,,B&M Farms 11708 E. Moncure Road Ripon CA 95366 209-599-2565,B&M Farms 11708 E. Moncure Road Ripon CA 95366 209-599-2565,1221 W. Lorenzen Road Tracy CA 95304,,,,,2325,24.3,,93 Loads At 25 Ton Per Load,,,,93,25,,,,,FALSE,R5-2007-0035_general_order
8600 Dos Rios Ln Modesto 2024 Dairy AR,8600, Dos Rios Ln Modesto 2024 Dairy AR,rancho_cordova,3,97,98,manure,,,,Rivercrest Cattle,,Relm Dairy 6721 Perrin Road Manteca CA 95337 209-495-9760,Relm Dairy 6721 Perrin Road Manteca CA 95337 209-495-9760,6721 Perrin Road Manteca CA,,257-130-02,,,1150,29.7,,46 Loads At 25 Ton Per Load,,,6/6/24,46,25,,,,,FALSE,R5-2007-0035_general_order
8600 Dos Rios Ln Modesto 2024 Dairy AR,8600, Dos Rios Ln Modesto 2024 Dairy AR,rancho_cordova,4,99,100,manure,,,,Rivercrest Cattle,,Relm Properties 11708 E. Moncure Rd. Manteca CA 95337 209-481-0482,Relm Properties 11708 E. Moncure Rd. Manteca CA 95337 209-481-0482,6524 Perrin Road Manteca CA,,257-120-01,,,2250,82.7,,90 Loads At 25 Ton Per Load,,,,90,25,,,,,FALSE,R5-2007-0035_general_order
8632 W Meandow Dr Winton 2024 Dairy AR,8632, W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,1,74,75,manure,x,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,Kenneth Stone Spreading,Ca 95388,Stone Spreading (209) 358-3200,,5175 Shaw Ave Winton 95388,County,Ae,Broker,,2200,36.8,,20 Yd Side Dump,,,9/28/24,,,,,,,FALSE,R5-2007-0035_software
8632 W Meandow Dr Winton 2024 Dairy AR,8632, W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,2,76,77,unknown,x,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,Kenneth Stone Spreading,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,,5175 Shaw Ave Winton 95388,Merced,Us,Broker,,,,,,,,6/13/24,,,,,,,FALSE,R5-2007-0035_software
8632 W Meandow Dr Winton 2024 Dairy AR,8632, W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,3,78,79,manure,x,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,Kenneth Stone Spreadin,5175 Shaw Winton Ca 95388,Stone Spreading (209) 358-3200,,5175 Shaw Ave Winton 95388,Merced,,Broker,,3014,25.1,,20 Yd Side Dump,,,3/18/24,,,,,,,FALSE,R5-2007-0035_software
8632 W Meandow Dr Winton 2024 Dairy AR,8632, W Meandow Dr Winton 2024 Dairy AR,rancho_cordova,4,80,81,manure,x,Tierra Buena Ranch,Merced 95388,Kenneth Stone Spreading,Ca 95388,Stone Spreadin 209) 358-3200,5175 Shaw Ave Winton CA 95388,5175 Shaw Ave Winton 95388,County,Iisa,Broker,,2104,36.2,,20 Yd Side Dump,,,12/2/24,,,,,,,FALSE,R5-2007-0035_software
9161 Warnerville Rd Oakdale 2024 Dairy AR,9161, Warnerville Rd Oakdale 2024 Dairy AR,rancho_cordova,1,33,34,unknown,,Riveroak Dairy #20,9161 Warnerville Road Oakdale CA 95361,Caton Ag INC.,14303 S. Campbell Road Escalon CA 95230,Advanced Soils 14303 S. Campbell Road Escalon CA 95320 209-499-3639,Advanced Soils 14303 S. Campbell Road Escalon CA 95320 209-499-3639,14303 S. Campbell Road Escalon CA,,207-320-20,,,,,,,Of I,,10/2/24,,,,,,,FALSE,R5-2013-0122_general_order
9201 Hilmar Rd Turlock 2024 Dairy AR,9201, Hilmar Rd Turlock 2024 Dairy AR,rancho_cordova,1,85,86,manure,x,Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,Five Star Hauling,P.O. Box 488 Gustine Ca 95322,Five Star Hauling (209) 678-2917,P.O. Box 488 Gustine CA 95322,Gustine 95322,. Merced,,Broker,,3900,91,,Tons Per Load,,,6/4/24,,,,,,,FALSE,R5-2007-0035_software
9201 Hilmar Rd Turlock 2024 Dairy AR,9201, Hilmar Rd Turlock 2024 Dairy AR,rancho_cordova,2,87,88,manure,x,Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,Five Star Hauling,P.O. Box 488 Gustine Ca 95322,Five Star Hauling (209) 678-2917,P.O. Box 488 Gustine CA 95322,Gustine 95322,. Merced,,Broker,,5200,19.2,,Tons Per Load,,,10/5/24,,,,,,,FALSE,R5-2007-0035_software
9207 American Ave Hilmar 2024 Dairy AR,9207, American Ave Hilmar 2024 Dairy AR,rancho_cordova,1,36,37,manure,x,Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,P.O. Box 189 Delhi CA 95315,Delhi 95315,August Ave Merced,,Broker,,6344,21.2,,Tons X Loads,,,5/28/24,,,,,,,FALSE,R5-2007-0035_software
9207 American Ave Hilmar 2024 Dairy AR,9207, American Ave Hilmar 2024 Dairy AR,rancho_cordova,2,38,39,manure,x,Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,Cardoso Farm Services Inc.,P.O. Box 189 Delhi Ca 95315,Cardoso Farm Services Inc (209) 564-6329,P.O. Box 189 Delhi CA 95315,Delhi 95315,August Ave Merced,,Broker,,2782,29.3,,Tons X Loads,,,10/30/24,,,,,,,FALSE,R5-2007-0035_software
"9375 N Washington Rd, Hilmar 2024 Dairy AR",9375," N Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,1,37,38,wastewater,,Ken Van Foeken Dairy #2,9735 Washington Road Hilmar CA 95324,Ken Van Foeken Dairy #2,9735 Washington Road Hilmar CA 95324,B & D Dairy 9579 Hultberg Road Hilmar 95324 (209) 652-3534,B & D Dairy 9579 Hultberg Road Hilmar 95324 (209) 652-3534,Short Ave & Cummings Road Hilmar 95324 Merced County,,,Farmer,8437280,,,,,Pump Run Time X Total Hours,,,,,,,,,FALSE,R5-2007-0035_general_order
"9375 N Washington Rd, Hilmar 2024 Dairy AR",9375," N Washington Rd, Hilmar 2024 Dairy AR",rancho_cordova,2,39,40,manure,,Ken Van Foeken Dairy #2,9375 Washington Road Hilmar CA 95324,Silva & Sons LLC,23616 Williams Avenue Hilmar CA 95324,Silva & Sons LLC 23616 Williams Avenue Hilmar 95324 (209) 678-4027,Silva & Sons LLC 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,,Broker,,2800,70.7,,Number Of Truckloads X Average Truck Weight,,,6/20/24,,,,,,,FALSE,R5-2007-0035_general_order
9390 Harvey Rd Galt 2024 Dairy AR,9390, Harvey Rd Galt 2024 Dairy AR,rancho_cordova,1,47,48,manure,,Th Mello & Sons Dairy,9390 Harvey Rd. Galt 95632,Lester Mello,9390 Harvey Rd. Galt 95632,Gwerder Family Ranch 8980 Kost Rd. Galt 95632 209-210-7169,Gwerder Family Ranch 8980 Kost Rd. Galt 95632 209-210-7169,Kost Rd. Galt 95632,,92-9198,,,288,52.7,,Hauler's Estimate,,10/28/24,11/5/24,,,,,,,FALSE,R5-2007-0035_general_order
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,1,75,76,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom (209) 000-0000,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,1900000,,,,,Flowmeter,,1/8/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,2,77,78,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Curtis Van Foekin (209) 000-0000,22245 August Ave Hilmar CA 95324,22338 Short Ave Hilmar 95324,Merced,,Farmer,1350000,,,,,Flowmeter,,2/8/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,3,79,80,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom (209) 000-0000,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,2090000,,,,,Flowmeter,,2/26/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,4,81,82,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas (209) 000-0000,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,2520000,,,,,Flowmeter,,3/22/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,5,83,84,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom (209) 000-0000,22245 August Ave Hilmar CA 95324,,,0045-0180-0023-0000 Merced,Farmer,4180000,,,,,Flowmeter,,3/25/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,6,85,86,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Joe Egli (209) 000-0000,21536 August Ave Hilmar CA 95324,,,0045-0140-0054-0000 Merced,Farmer,2970000,,,,,Flowmeter,,4/3/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,7,87,88,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Antonio Thomas (209) 000-0000,6612 Prarie Flower Rd Turlock CA 95380,,,0045-0140-0006-0000 Stanislaus,Farmer,2470000,,,,,Flowmeter,,4/11/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,8,89,90,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Aaron Wickstrom (209) 000-0000,22245 August Ave Hilmar CA 95324,,,0045-0180-0021-0000 Merced,Farmer,1540000,,,,,Flowmeter,,4/15/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,9,91,92,manure,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,5 Star Spreading,219 Jensen Rd Gustine Ca 95322,Eric Rocha (209) 000-0000,2406 S Walnut Rd Turlock CA 95380,,,0045-0330-0020-0000 Merced,Broker,,1830,44.4,,Hauler's Calculations,,,4/23/24,,,,,,,FALSE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,10,93,94,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Rui Avila (209) 000-0000,9360 Tegner Rd Hilmar CA 95324,9360 Tegner Rd Hilmar 95324,Merced,,Farmer,2200000,,,,,Flowmeter,,5/14/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,11,95,96,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Mike Anderson (209) 000-0000,21510 American Ave Hilmar CA 95324,21510 American Ave Hilmar 95324,Merced,,Farmer,650000,,,,,Flowmeter,,5/28/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,12,97,98,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff (209) 000-0000,9579 Hultbert Rd Hilmar CA 95324,9579 Hultberg Rd Hilmar 95324,Merced,,Farmer,1700000,,,,,Flowmeter,,6/20/24,,,,,,,TRUE,R5-2007-0035_software
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9483," Columbus Ave, Hilmar 2024 Dairy AR",rancho_cordova,13,99,100,wastewater,x,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,Pipeline,9483 Columbia Ave Hilmar Ca 95324,Eric Huff (209) 000-0000,9579 Hultbert Rd Hilmar CA 95324,9579 Hulberg Rd Hilmar 95324,Merced,,Farmer,1200000,,,,,Flowmeter,,6/30/24,,,,,,,TRUE,R5-2007-0035_software
