Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Type,Destination Name,Destination Address,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Parameter Template,Destination Assessor Parcel Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded),First Haul Date,Last Haul Date,Manure Mass per Haul (tons),Is Pipeline,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manure Number of Hauls,Manure Density,Wastewater Volume per Haul (Gallons),Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Wastewater Number of Hauls,Destination Nearest Cross Street,Destination Type (Standardized),Manure Moisture (%),Manifest Type
South Lest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,Ritchie Lest Farms Inc.,14676 Avenue 14 Madera Ca 93637,Farmer,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos 93620,08/09/2024,,1865.0,66.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.931049728227, -120.237577477728)","(37.174345672677, -120.682582827603)",,8/9/2024,,False,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,fresno_madera,generic_r5,2,131,132,,,,,,,Merced,Farmer,,manure
South Lest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,Ritchie Lest Farms Inc.,14676 Avenue 14 Madera Ca 93637,Farmer,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos 93620,11/15/2024,,734.0,66.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.931049728227, -120.237577477728)","(37.174345672677, -120.682582827603)",,11/15/2024,,False,2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,fresno_madera,generic_r5,3,133,134,,,,,,,Merced,Farmer,,manure
Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Kerman Ca 93630,Broker,Burrows Larry & Tony Trucking And Spreading (559) 846-9671,11751 W. Jensen Ave Kerman 93630,01/01/2024,,3300.0,62.7,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,R5-2007-0035_software,,"(36.614440659347, -119.856282155894)","(36.704855704077, -120.002330280841)",,1/1/2024,,False,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,fresno_madera,generic_r5,1,102,103,,,,,,,W. Jensen Fresno,Broker,,manure
Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Kerman Ca 93630,Broker,Burrows Larry & Tony Trucking And Spreading (559) 846-9671,11751 W. Jensen Ave Kerman 93630,02/08/2024,,1100.0,62.7,{Frit Ineoat Ot Somtnteptciniss Sentin Enett« Tesensrstcrenttrtsnettersrseni Tmtrt Tretttty — Matcamiette Ft} Tnrhntent Natn Tt Ettaotte Snes Puamtctnnitcrnies Tat Snes Peiencamnrets Eatetiemmnctnnttenes Fe Miciteti Inte Sanceenteriecemmatetety Ool Mecemniataenin Oh Emma Smtnmmtecmmnies Ommpcimitcnitc Mr Wee Ta Etnaaeeteey,,R5-2007-0035_software,,"(36.614440659347, -119.856282155894)","(36.704855704077, -120.002330280841)",,2/8/2024,,False,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,fresno_madera,generic_r5,2,104,105,,,,,,,W. Jensen Fresno,Broker,,manure
Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Kerman Ca 93630,Farmer,Gill Farms (559) 970-9922,Kerman 93630,03/13/2024,,1300.0,62.7,Yor Tne Te Dp Ts A Ronit # Itr Bee Erent Alte Mens Mn I Maps Nmin Tin Imenimrenienne Meanest Utearafecanenmtonnat Tena Intr Ntes Mintts On Rirtite Rotate Ee Ee Oa Rmareareemtetited 6 Meeteperomtee Ne Say N Totem Atnaayins Anemia Bce Tam Oe,,R5-2007-0035_software,,"(36.614440659347, -119.856282155894)","(36.7294263, -120.0658064)",,3/13/2024,,False,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,fresno_madera,generic_r5,3,106,107,,,,,,,Blythe And Polk Avenues Fresno,Farmer,,manure
Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Kerman Ca 93630,Broker,Burrows Larry & Tony Trucking And Spreading (559) 846-9671,11751 W. Jensen Ave Kerman 93630,05/21/2024,,2000.0,62.7,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,R5-2007-0035_software,,"(36.614440659347, -119.856282155894)","(36.704855704077, -120.002330280841)",,5/21/2024,,False,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,fresno_madera,generic_r5,4,108,109,,,,,,,W. Jensen Fresno,Broker,,manure
Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,Burrows Larry & Tony Trucking And Spreading,11751 W. Jensen Kerman Ca 93630,Broker,Burrows Larry & Tony Trucking And Spreading (559) 846-9671,11751 W. Jensen Ave Kerman 93630,10/18/2024,,1925.0,60.6,Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Hauled.,,R5-2007-0035_software,,"(36.614440659347, -119.856282155894)","(36.704855704077, -120.002330280841)",,10/18/2024,,False,2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,fresno_madera,generic_r5,5,110,111,,,,,,,W. Jensen Fresno,Broker,,manure
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Etchegaray Farms,32324 Famoso Rd Mc Farland Ca 93250,,Etchegaray Farms 32324 Famoso Rd Mc Farland Ca 93250 (661) 393-0236,,7/15/2024 8/11-15/2024 11/11-15/2024 11/21-22/2024 12/1/2024 12/10-11/2024,,1279.78,) 64.7,,Of Process Wastewater,R5-2013-0122_general_order,,"(35.795202998349, -119.286634018312)",,,11/12/2024,,False,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,tulare_west,innovative_ag,1,53,54,,(If Amount Reported In Cubic Yards),,,,,,,,manure
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Saul S Her,17899 S. Del Rey Ave. Kingsburg Ca 93631,,Sierra Cal Ranch,Avenue 8 And West Of Road 128,5/5/2024 9/10/2024,,6000.0,) 64.7,,Of Process Wastewater,R5-2013-0122_general_order,,"(35.795202998349, -119.286634018312)","(36.704477009692, -119.56097496653)",,,,False,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,tulare_west,innovative_ag,2,55,56,,(If Amount Reported In Cubic Yards),,,,,,,,manure
Sun Valley Dairy,255 Road 128 Delano Ca 93215,Saul S Her,17899 S. Del Rey Ave. Kingsburg Ca 93631,,Tipton Ranch,10786 Ave 144 Tipton Ca 93272,9/15/2024,,900.0,) 60.7,,Of Process Wastewater,R5-2013-0122_general_order,,"(35.795202998349, -119.286634018312)","(36.054138804811, -119.332542288738)",,9/15/2024,,False,2024AR_Sun Valley Dairy_255 Road 128_W Tulare,tulare_west,innovative_ag,3,57,58,,(If Amount Reported In Cubic Yards),,,,,,,,manure
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,Farmer,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 5,9/30/2024 10/1-4/2024 10/7-10/2024,,144.0,) 65.5,,Of Process Wastewater,R5-2013-0122_general_order,,"(36.204429128146, -119.260207881295)",,,10/12/2024,,False,2024AR_Sunset Ranch_19493 Rd 140_Tulare,tulare_east,innovative_ag,1,28,29,,(If Amount Reported In Cubic Yards),,,,,,Farmer,,manure
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,Farmer,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 5,9/30/2024 10/1-4/2024 10/7-10/2024,,163.0,) 65.5,,Of Process Wastewater,R5-2013-0122_general_order,,"(36.204429128146, -119.260207881295)",,,10/12/2024,,False,2024AR_Sunset Ranch_19493 Rd 140_Tulare,tulare_east,innovative_ag,2,30,31,,(If Amount Reported In Cubic Yards),,,,,,Farmer,,manure
Pete Vander Poel Dairy Sunset Ranch,194393 Road 140 Tulare Ca 93274,Triple M Custom Chopping And Manure Spreading Inc,Po Box 1020 Tulare Ca 93275,Farmer,P&M Dairy 9535 Avenue 160 Tipton Ca 93272,Field 4,9/30/2024 10/1-4/2024 10/7-10/2024,,186.0,) 65.5,,Of Process Wastewater,R5-2013-0122_general_order,,"(36.204429128146, -119.260207881295)",,,10/12/2024,,False,2024AR_Sunset Ranch_19493 Rd 140_Tulare,tulare_east,innovative_ag,3,32,33,,(If Amount Reported In Cubic Yards),,,,,,Farmer,,manure
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Apr 1 2024-Apr 30 2024 4276 ton,70,,,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1a,101,101,,,,,,,,Farmer,,wastewater
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,May 1 2024-May 31 2024,,15119,69,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1b,101,101,,,,,,,,Farmer,,manure
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Jun 1 2024-Jun 30 2024,,12776,68,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1c,101,101,,,,,,,,Farmer,,manure
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Jul 1 2024-Jul 31 2024 22079 ton,68,,,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1d,101,101,,,,,,,,Farmer,,wastewater
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Aug 1 2024-Aug 31 2024 8151 ton,70,,,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1e,101,101,,,,,,,,Farmer,,wastewater
T&W Farms 1,18346 Old River Rd Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Sep 1 2024-Sep 30 2024,,15934,67,,,R5-2007-0035_one_page_2,845-5289,"(35.189889988485, -119.105627992705)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms,kern,generic_r5,1f,101,101,,,,,,,,Farmer,,manure
T&W Farms 2,5959 Houghtonrd Tt Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Feb 1 2024-Feb 29 2024 6647 ton,70,,,,,R5-2007-0035_one_page_2,845-5289,"(35.237865774652, -119.068497275952)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms #2 Dairy,kern,generic_r5,1a,30,30,,,,,,,,Farmer,,wastewater
T&W Farms 2,5959 Houghtonrd Tt Bakersfield Ca 93311 !,Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Farmer .,Grimmway Farms Name Grimmway Farms Date,Po Box 81498 Number 42/30/2024 Facility City/State Bakersfield Ca,Nov 1 2024-Nov 30 2024,,4924,68,,,R5-2007-0035_one_page_2,845-5289,"(35.237865774652, -119.068497275952)","(35.386786342835, -119.02363828383)",,,,False,2024AR_T&W Farms #2 Dairy,kern,generic_r5,1b,30,30,,,,,,,,Farmer,,manure
T-Bar Dairy,14851 Road 168 Porterville Tulare 93257,Cain Trucking,23004 Road 140 Tulare Ca 93274,Composting Facility,Cain Trucking (559) 686-5707,7559 Avenue 152 Tipton 93272,07/30/2024,,1269.0,87.9,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.059778610272, -119.200188768655)","(36.065202036903, -119.402698566859)",,7/30/2024,,False,2024AR_T-Bar Dairy_14851 Rd 168_Tulare,tulare_east,generic_r5,1,107,108,,,,,,,Tulare,Composting Facility,,manure
Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,— Richie Lest Farms Inc.,14676 Avenue 14 Madera Ca 93637,Farmer,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos 93620,05/19/2024,,2015.0,65.5,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.945516991869, -120.246858978759)","(37.174345672677, -120.682582827603)",,5/19/2024,,False,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,fresno_madera,generic_r5,1,323,324,,,,,,,Merced,Farmer,,manure
Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,— Richie Lest Farms Inc.,14676 Avenue 14 Madera Ca 93637,Farmer,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos 93620,08/20/2024,,6011.0,77.3,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.945516991869, -120.246858978759)","(37.174345672677, -120.682582827603)",,8/20/2024,,False,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,fresno_madera,generic_r5,2,325,326,,,,,,,Merced,Farmer,,manure
Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,— Richie Lest Farms Inc.,14676 Avenue 14 Madera Ca 93637,Farmer,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos 93620,11/26/2024,,2474.0,77.3,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(36.945516991869, -120.246858978759)","(37.174345672677, -120.682582827603)",,11/26/2024,,False,2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,fresno_madera,generic_r5,3,327,328,,,,,,,Merced,Farmer,,manure
The Dairy Inc.,6240 21St Avenue Lemoore Ca 93245,"""""{ Po”) A",< Oid Gerbe I Voerds “ Qe,Composting,Name Number And Et City Zip Code Phone Number,,Y-29-20,,Lox Qo,,Lo Til T } Be L Mack,Of Process Wastewater,R5-2013-0122_general_order,,"(36.384142924279, -119.834396336151)",,,2/20/2026,,False,2024AR_The Dairy Inc_6240 21st Ave_Kings,kings,innovative_ag,1,34,35,,,,,,,,Composting Facility,,manure
The Dairy Inc.,6240 21St Avenue Lemoore Ca 93245,°,So \O Ione Lends 2 G4 Csg,,,Leen Eae Ea A Tt A A A A A Eae Aaa Eiaiaian Nae,— ~ U-200,,Mus0,,10 Tow. Tr Rael Load’ A,Of Process Wastewater,R5-2013-0122_general_order,,"(36.384142924279, -119.834396336151)",,,2/12/2024,,False,2024AR_The Dairy Inc_6240 21st Ave_Kings,kings,innovative_ag,2,36,37,,,,,,,,,,manure
Thommen Dairy,City Zip Code,Coit Ranch,,,Robby Thommey 209-777-6690,480 Belmont Mendota Ca,8-1-24-712-15.24,,6200.0,,Truck Loads Amount.,,R5-2007-0035_general_order,,,"(36.749351314115, -120.386495540902)",2/12/712,2/24/2026,,False,2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,fresno_madera,cas,1,38,39,,,,,,,,,,manure
Thommen Dairy,City Zip Code,Coit Ranches,480 Belmont Mendofx,,Robby Thommen 209-777-6690,480 Belmont Mendota Ca,5-20-24 7-10-24,/,3800.0,,Truck Loads,,R5-2007-0035_general_order,,,"(36.749351314115, -120.386495540902)",2/5/2026,2/24/2026,,False,2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,fresno_madera,cas,2,40,41,,,,,,,,,,both
Tjaarda Dairy,19211 Magnolia Ave. Shaffer 93263,,,,Rem Composting P.O. Box 700 Wasco,Number And Street City Zip Code Assessor'S Parcel Number,6/1-7/24,,Solids,,The Amount.,,R5-2007-0035_one_page_1,,"(35.449323012833, -119.368194522846)",,6/1/2026,7/24/2026,,False,2024AR_Tjaarda Dairy_19211 Magnolia Ave_Kern,kern,livingston,1,73,73,,,,,,,,,,manure
,9045 Ave. 368 Binuba 93618,,,,Cottonwood Farms 13076 Ave. 368 Visalia 93292,Number And Street City Zip Code Assessor'S Parcel Number,,,Solids,,The Amount.,,R5-2007-0035_one_page_1,,"(36.457833264236, -119.3709055052)",,,,,False,2024AR_Tri Bak Dairy LLC_9045 Ave 368_Tulare,tulare_east,livingston,1,37,37,,,,,,,,,,manure
Trilogy Dairy,17661 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Broker,R&M Manure Name Mike Cc Ow,2312 Alpine Meadows Ct Number Ie Facility City/State Wasco Ca A,Apr 1 2024-Apr 30 2024 15942,ton,,,,,R5-2007-0035_one_page_2,667-3931,"(35.205403005334, -119.196386988832)","(35.598053804412, -119.352663131129)",,,,False,2024AR_Trilogy Dairy,kern,generic_r5,1a,93,93,,,,,,,,Broker,,wastewater
Trilogy Dairy,17661 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Broker,R&M Manure Name Mike Cc Ow,2312 Alpine Meadows Ct Number Ie Facility City/State Wasco Ca A,May 1 2024-May 31 2024 8339 ton 70 %,Signature,,,,,R5-2007-0035_one_page_2,667-3931,"(35.205403005334, -119.196386988832)","(35.598053804412, -119.352663131129)",,,,False,2024AR_Trilogy Dairy,kern,generic_r5,1b,93,93,,,,,,,,Broker,,wastewater
Trilogy Dairy,17661 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Broker,R&M Manure Name Mike Cc Ow,2312 Alpine Meadows Ct Number Ie Facility City/State Wasco Ca A,Jul 1 2024-Jul 31 2024,,19394,66,,,R5-2007-0035_one_page_2,667-3931,"(35.205403005334, -119.196386988832)","(35.598053804412, -119.352663131129)",,,,False,2024AR_Trilogy Dairy,kern,generic_r5,1c,93,93,,,,,,,,Broker,,manure
Trilogy Dairy,17661 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Broker,R&M Manure Name Mike Cc Ow,2312 Alpine Meadows Ct Number Ie Facility City/State Wasco Ca A,Aug 1 2024-Aug 31 2024 11647,ton,,,,,R5-2007-0035_one_page_2,667-3931,"(35.205403005334, -119.196386988832)","(35.598053804412, -119.352663131129)",,,,False,2024AR_Trilogy Dairy,kern,generic_r5,1d,93,93,,,,,,,,Broker,,wastewater
Trilogy Dairy,17661 Bear Mountain Blvd Wastewater Bakersfield Ca 93311 Rwqcd? No,R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Broker,R&M Manure Name Mike Cc Ow,2312 Alpine Meadows Ct Number Ie Facility City/State Wasco Ca A,Sep 1 2024-Sep 30 2024 21494 ton 70,%,,,,,R5-2007-0035_one_page_2,667-3931,"(35.205403005334, -119.196386988832)","(35.598053804412, -119.352663131129)",,,,False,2024AR_Trilogy Dairy,kern,generic_r5,1e,93,93,,,,,,,,Broker,,wastewater
Triple H #1,13255 Ave 212 Tulare Ca 93274,,Name Of Hauling Company,Riverbend Farms,Riverbend Farms,20819 Rd.132 Tulare Ca 93274,,Amount Pumped,Amount Hauled,,,,provost_pritchard_manifest,191-140-008 191-140-009,"(36.17211367291, -119.275409895589)","(36.150899914164, -119.278471218086)",,,,False,2024AR_Triple H Dairy #1_13255 Ave 212_Tulare,tulare_east,provost_pritchard,1,30,31,,,,,,,,Riverbend Farms,,both
Triple Dairy.,,Slover Bros,15302 288 Visalia 93292,,Slover Bros. 15302 Ave. 288 Visalia 93292 734.9468,Ave. 2482 Rd148 93274,Od.18 28 Nov. 145 6 7 2024,,9112.5,,1458 Dump Tk@Approx Le. 25Tons,,R5-2007-0035_general_order,,,"(36.214615263294, -119.242419606301)",,,,False,2024AR_Triple H Dairy #1_13255 Ave 212_Tulare,tulare_east,provost_pritchard,2,32,33,,,,,,,,,,manure
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Double N Farms Llc (209) 617-5310,17076 Cotton Gin Rd Los Banos 93635,07/16/2024,,519.59,49.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.063103915932, -120.382916575923)","(36.955060082001, -120.802159980313)",,7/16/2024,,False,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,1,269,270,,,,,,,Merced,Farmer,,manure
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Ralph Hayes & Sons Inc (559) 395-6685,20177 S Macaurthur Dr Tracy 95304,10/28/2024,,1304.28,89.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.063103915932, -120.382916575923)","(37.776715963975, -121.415974461202)",,10/28/2024,,False,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,2,271,272,,,,,,,San Joaquin,Farmer,,manure
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Ralph Hayes & Sons Inc (559) 395-6685,20177 S Macaurthur Dr Tracy 95304,11/03/2024,,554.04,89.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.063103915932, -120.382916575923)","(37.776715963975, -121.415974461202)",,11/3/2024,,False,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,3,273,274,,,,,,,San Joaquin,Farmer,,manure
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Heupel Bros Farms (209) 389-0242,2480 S Burchell Ave Le Grand 95333,11/07/2024,,160.97,89.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.063103915932, -120.382916575923)","(37.251647749378, -120.288660487381)",,11/7/2024,,False,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,4,275,276,,,,,,,Merced,Farmer,,manure
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Ralph Hayes & Sons Inc (559) 395-6685,20177 S Macaurthur Dr Tracy 95304,11/13/2024,,884.57,89.4,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.063103915932, -120.382916575923)","(37.776715963975, -121.415974461202)",,11/13/2024,,False,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,5,277,278,,,,,,,San Joaquin,Farmer,,manure
Up Legacy Farms,28349 Los Angeles St. Shafter Ca 93263,Hargis & Sons,34378 7Th Standard Blofls. 93314,,H3H Arvin Ca 93203 661-557-1933,Edison/Aran,10/17/24,,5225.0,,Moisture Prove,,R5-2007-0035_general_order,,"(35.49285400449, -119.37473704078)",,,10/17/2024,,False,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,1,60,61,,,,,,,,,,manure
Up Legacy Farms,28349 Los Angeles St. Chapter Ca 93263,Hargis & Sons,34378 7Th Standard Blesels. 93314,,Wilson,Tulare St/Fresno St. Shafter 93263 Code Assessor'S Parcel,5/16/2024 10/12/24,,300.0,,Moisture Probe,,R5-2007-0035_general_order,,"(35.49285400449, -119.37473704078)","(36.726601506984, -119.800375879106)",,,,False,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,2,62,63,,,,,,,,,,manure
Up Legacy Farms,28349 Los Angeles St. Chapter Ca 93263,Hargis & Sons,34378 7Th Standard Bleskle.,,Eric,Palm/Tulare Ave.,3/23/24,,258.0,,Moisture Prove,,R5-2007-0035_general_order,,"(35.49285400449, -119.37473704078)","(36.222960497822, -119.346996000664)",,3/23/2024,,False,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,3,64,65,,,,,,,,,,manure
