Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Type (Standardized),Destination Assessor Parcel Number,Destination County,Destination Address Final,Destination Address Final Source,Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Source PDF,Manifest Number,Start Page,End Page,Manifest Type,Origin Latitude,Origin Longitude,Origin City,Origin Zip,Origin County,Destination City,Destination Zip,Estimated Number of Hauls (Based on Average),Estimated Number of 10k-gallon Hauls (Based on Distribution),Estimated Number of 20k-gallon Hauls (Based on Distribution)
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-001-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.491439,-121.041676,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p19,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-037-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,34.412745,-119.707401,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p20,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-002-003,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,38.084283,-120.587172,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p21,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-012,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p1,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.505742,-121.002511,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p2,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-018,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.497648,-121.010494,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p3,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-019,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.49762,-121.007104,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p4,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.494737,-121.01015,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p5,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424597,-121.324179,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p6,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-007,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.129338,-120.575799,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p7,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-008,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424184,-121.324396,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p8,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-011,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.498245,-121.018411,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p9,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p10,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p11,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-014,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p12,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p13,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p14,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-017,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p15,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-023,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p16,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-002,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,39.001756,-122.008666,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p17,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570619,-121.10562,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p18,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-001-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.491439,-121.041676,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p19,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-037-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,34.412745,-119.707401,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p20,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-002-003,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,38.084283,-120.587172,2024-02-18,2024-02-26,False,,,,,157275.80952380953,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,6p21,25,26,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,18,16,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-012,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p1,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.505742,-121.002511,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p2,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-018,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.497648,-121.010494,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p3,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-019,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.49762,-121.007104,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p4,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.494737,-121.01015,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p5,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424597,-121.324179,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p6,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-007,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.129338,-120.575799,2024-03-22,2024-03-31,False,,,,,78223.33333333333,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,7p7,27,28,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,9,8,0
