Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Is Trucked,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Number of 10-ton Hauls for Analysis,Number of 20-ton Hauls for Analysis
7755 Midway Rd Dixon 2024 Dairy AR,1,271,272,HD Ranch,7815 Midway Rd Dixon 95620,38.418360668429,-121.737691937824,6540 Lewis Rd Vacaville CA 95687,Destination Address,Other,38.375272824604,-121.8923459304,2024-11-03,2024-11-25,False,,,,1186.0,33.0,74,22
7755 Midway Rd Dixon 2024 Dairy AR,2,274,275,HD Ranch,7815 Midway Rd Dixon 95620,38.418360668429,-121.737691937824,6540 Lewis Rd Vacaville CA 95687,Destination Address,Other,38.375272824604,-121.8923459304,2024-10-13,2024-10-28,False,,,,1011.0,33.0,63,19
7755 Midway Rd Dixon 2024 Dairy AR,3,277,278,HD Ranch,7815 Midway Rd Dixon 95620,38.418360668429,-121.737691937824,6540 Lewis Rd Vacaville CA 95687,Destination Address,Other,38.375272824604,-121.8923459304,2024-09-15,2024-09-30,False,,,,985.0,33.24,62,18
7755 Midway Rd Dixon 2024 Dairy AR,4,280,281,HD Ranch,7815 Midway Rd Dixon 95620,38.418360668429,-121.737691937824,6540 Lewis Rd Vacaville CA 95687,Destination Address,Other,38.375272824604,-121.8923459304,2024-08-18,2024-08-26,False,,,,519.0,33.24,32,10
"7884 Faith Home Rd, Hilmar 2024 Dairy AR",1,45,46,Vierra Dairy Farms #3,7884 Faith Home Rd Hilmar 95824,37.40295755556,-120.921661360619,"045-040-013,045-040-021,045-040-036,045-040-023",Destination Assessor Parcel Number,Other,32.842014,-115.378116,,2024-05-20,False,,12.0,,1970.0,71.3,123,37
"7965 Washington Rd, Hilmar 2024 Dairy AR",1,28,29,Vierra Dairy Farms #4,7985 Washington Rd. Hilmar 95324,37.40432525286,-120.904861326359,"045-040-042,045-040-043,045-040-004,045-040-019",Destination Assessor Parcel Number,Other,36.443826,-119.462394,2024-05-07,2024-05-08,False,,12.0,,4200.0,59.8,262,79
8118 Sikes Rd Dixon 2024 Dairy AR,1,67,68,Ulys Dairy,8118 Sikes Road Dixon CA 95620,38.464530202776,-121.742630806632,7109 Rio Dixon Road Dixon CA,Destination Address,Other,38.40472440161,-121.825653725223,2024-06-15,2024-09-20,False,,20.0,70.0,1400.0,,0,70
8178 Paradise Rd Modesto 2024 Dairy AR,1,62,63,A.P. Avila Dairy,8178 Paradise Road Modesto CA 95358,37.613887771784,-121.143451966878,017-001-012,Destination Assessor Parcel Number,Other,35.290231,-120.671886,,2024-03-09,False,,10.0,20.0,200.0,-49.9,20,0
8201 Mitchell Rd Ceres 2024 Dairy AR,1,39,40,Double D Dairy #4,8201 Mitchell Rd Ceres 95307,37.518988827951,-120.940935295513,23234 Second Ave. Stevinson 95374,Destination Address,Other,37.335594043758,-120.910021746955,,2024-10-18,False,,10.0,149.0,1490.0,-17.3,149,0
8331 Central Ave Ceres 2024 Dairy AR,1,20,21,Frank J. Bettencourt & Sons Dairy,8331 Central Avenue Ceres CA 95307,37.517775505557,-120.958933001831,23616 Williams Avenue Hilmar 95324,Destination Address,Broker,37.390622411571,-120.916363913993,,2024-11-01,False,,,,950.0,91.6,59,18
8350 E Brady Ave Manteca 2024 Dairy AR,1,47,48,Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,37.728465665761,-121.204641440427,Manteca 95366 Lorenzen Rd San Joaquin,Destination Address,Farmer,37.7352163,-121.3137672,,2024-06-25,False,,,,6864.0,41.3,429,129
8350 E Brady Ave Manteca 2024 Dairy AR,2,49,50,Frank J Borges Dairy,8350 E Brady Rd Manteca San Joaquin 95337,37.728465665761,-121.204641440427,Manteca 95366 Lorenzen Rd San Joaquin,Destination Address,Farmer,37.7352163,-121.3137672,,2024-11-10,False,,,,7332.0,27.1,458,138
8600 Dos Rios Ln Modesto 2024 Dairy AR,1,93,94,,8600 Dos Rios Ln Modesto,37.573375938262,-121.151133059129,1221 W. Lorenzen Road Tracy CA 95304,Destination Address,Other,37.748603060724,-121.316924840825,,2024-04-10,False,,25.0,259.0,6475.0,-72.5,404,122
8600 Dos Rios Ln Modesto 2024 Dairy AR,2,95,96,,8600 Dos Rios Ln Modesto,37.573375938262,-121.151133059129,1221 W. Lorenzen Road Tracy CA 95304,Destination Address,Other,37.748603060724,-121.316924840825,,2024-06-15,False,,25.0,93.0,2325.0,-23.3,145,44
8600 Dos Rios Ln Modesto 2024 Dairy AR,3,97,98,,8600 Dos Rios Ln Modesto,37.573375938262,-121.151133059129,257-130-02,Destination Assessor Parcel Number,Other,34.000593,-117.301748,,2024-06-06,False,,25.0,46.0,1150.0,-28.7,72,22
8600 Dos Rios Ln Modesto 2024 Dairy AR,4,99,100,,8600 Dos Rios Ln Modesto,37.573375938262,-121.151133059129,257-120-01,Destination Assessor Parcel Number,Other,37.105488,-119.321202,,2024-07-20,False,,25.0,90.0,2250.0,-81.7,140,42
8632 W Meandow Dr Winton 2024 Dairy AR,1,74,75,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,37.430485150512,-120.64321545914,5175 Shaw Ave Winton 95388 County,Destination Address,Broker,37.425366280333,-120.579112088577,,2024-09-28,False,,,,2200.0,36.8,137,41
8632 W Meandow Dr Winton 2024 Dairy AR,2,76,77,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,37.430485150512,-120.64321545914,5175 Shaw Ave Winton 95388 Merced,Destination Address,Broker,37.425366280333,-120.579112088577,,2024-06-13,False,,,,2024.0,36.8,126,38
8632 W Meandow Dr Winton 2024 Dairy AR,3,78,79,Tierabuenaranch,8632 W Meadow Dr Winton Merced 95388,37.430485150512,-120.64321545914,5175 Shaw Ave Winton 95388 Merced,Destination Address,Broker,37.425366280333,-120.579112088577,,2024-03-18,False,,,,3014.0,25.1,188,57
8632 W Meandow Dr Winton 2024 Dairy AR,4,80,81,Tierra Buena Ranch,Merced 95388,37.327992363578,-120.463687407289,5175 Shaw Ave Winton 95388 County,Destination Address,Broker,37.425366280333,-120.579112088577,,2024-12-02,False,,,,2104.0,36.2,131,40
9161 Warnerville Rd Oakdale 2024 Dairy AR,1,33,34,River Oak Dairy #2,9161 Warnerville Road Oakdale CA 95361,37.742329541474,-120.832538847268,14303 S. Campbell Road Escalon CA,Destination Address,Other,37.834329520275,-120.980995092998,,2024-10-02,False,,,,4430.0,,277,83
9201 Hilmar Rd Turlock 2024 Dairy AR,1,85,86,Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,37.427026106709,-120.954487408024,Gustine 95322 . Merced,Destination Address,Broker,,,,2024-06-04,False,,,,3900.0,91.0,244,73
9201 Hilmar Rd Turlock 2024 Dairy AR,2,87,88,Soares Dairy Lp,9201 Hilmar Rd Turlock Stanislaus 95380,37.427026106709,-120.954487408024,Gustine 95322 . Merced,Destination Address,Broker,,,,2024-10-05,False,,,,5200.0,19.2,325,98
9207 American Ave Hilmar 2024 Dairy AR,1,36,37,Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,37.412526461954,-120.955435065998,Delhi 95315 August Ave Merced,Destination Address,Broker,37.419568831959,-120.788770528032,,2024-05-28,False,,,,6344.0,21.2,396,119
9207 American Ave Hilmar 2024 Dairy AR,2,38,39,Joe Soares Dairy #4,9207 American Ave Hilmar Stanislaus 95324,37.412526461954,-120.955435065998,Delhi 95315 August Ave Merced,Destination Address,Broker,37.419568831959,-120.788770528032,,2024-10-30,False,,,,2782.0,29.3,174,52
"9375 N Washington Rd, Hilmar 2024 Dairy AR",2,39,40,Ken Van Foeken Dairy #2,9375 Washington Road Hilmar CA 95324,37.424613753066,-120.904749194581,23616 Williams Avenue Hilmar 95324,Destination Address,Broker,37.390622411571,-120.916363913993,,2024-06-20,False,,,,2800.0,70.7,175,53
9390 Harvey Rd Galt 2024 Dairy AR,1,47,48,Th Mello & Sons Dairy,9390 Harvey Rd. Galt 95632,38.252122173203,-121.352418009822,8992-9198 Kost Rd. Galt 95632,Destination Address,Other,38.239956086364,-121.360973799686,2024-10-28,2024-11-01,False,,,,288.0,52.7,18,5
"9483 Columbus Ave, Hilmar 2024 Dairy AR",9,91,92,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Broker,,,,2024-04-23,False,,,,1830.0,44.4,114,34
"9483 Columbus Ave, Hilmar 2024 Dairy AR",23,119,120,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Broker,,,,2024-09-04,False,,,,80.0,85.8,5,2
"9483 Columbus Ave, Hilmar 2024 Dairy AR",27,127,128,Gold Medal Ag #1,9483 Columbus Ave Hilmar Merced 95324,37.425937968039,-120.868452620166,,,Broker,,,,2024-11-01,False,,,,50.0,85.8,3,1
9547 New Hope Rd Galt 2024 Dairy AR,1,37,38,New Hope Diary,9551 New Hope Rd Galt CA 95632,38.248699967865,-121.343914401412,6111 Lambie Rd Suisun City CA 94585,Destination Address,Other,38.221399941585,-121.857614424945,2024-01-01,2024-12-31,False,,,,2304.0,61.8,144,43
9547 New Hope Rd Galt 2024 Dairy AR,2,39,40,New Hope Dairy,9547 New Hope Rd. Galt 95632,38.247340176919,-121.345644721457,Macdoel,Destination Address,Other,,,2024-01-01,2024-12-31,False,,,,240.0,41.3,15,5
"9558 Columbus Ave, Hilmar 2024 Dairy AR",13,64,65,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,6626 Central Ave Hilmar 95324 Merced,Destination Address,Farmer,37.385386194748,-120.958622955232,,2024-04-01,False,,,,1664.0,73.7,104,31
"9558 Columbus Ave, Hilmar 2024 Dairy AR",14,66,67,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Hilmar Road Merced,Destination Address,Farmer,37.396844003155,-120.795943079008,,2024-06-01,False,,,,1040.0,73.7,65,20
"9558 Columbus Ave, Hilmar 2024 Dairy AR",15,68,69,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,3410 S Hunt Rd Gustine 95322 Merced,Destination Address,Broker,37.23988519853,-120.993873468132,,2024-06-01,False,,,,520.0,73.7,32,10
"9558 Columbus Ave, Hilmar 2024 Dairy AR",16,70,71,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,3410 S Hunt Rd Gustine 95324 Merced,Destination Address,Broker,37.23988519853,-120.993873468132,,2024-09-24,False,,,,845.0,51.0,53,16
"9558 Columbus Ave, Hilmar 2024 Dairy AR",17,72,73,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-01-16,False,,,,338.0,75.2,21,6
"9558 Columbus Ave, Hilmar 2024 Dairy AR",18,74,75,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-02-28,False,,,,364.0,75.2,23,7
"9558 Columbus Ave, Hilmar 2024 Dairy AR",19,76,77,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-03-16,False,,,,130.0,75.2,8,2
"9558 Columbus Ave, Hilmar 2024 Dairy AR",20,78,79,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-04-28,False,,,,286.0,75.2,18,5
"9558 Columbus Ave, Hilmar 2024 Dairy AR",21,80,81,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-05-17,False,,,,156.0,75.2,10,3
"9558 Columbus Ave, Hilmar 2024 Dairy AR",22,82,83,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-06-12,False,,,,78.0,51.0,5,1
"9558 Columbus Ave, Hilmar 2024 Dairy AR",23,84,85,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-07-11,False,,,,156.0,51.0,10,3
"9558 Columbus Ave, Hilmar 2024 Dairy AR",24,86,87,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-08-01,False,,,,156.0,51.0,10,3
"9558 Columbus Ave, Hilmar 2024 Dairy AR",25,88,89,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-09-06,False,,,,130.0,51.0,8,2
"9558 Columbus Ave, Hilmar 2024 Dairy AR",26,90,91,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-10-01,False,,,,104.0,51.0,6,2
"9558 Columbus Ave, Hilmar 2024 Dairy AR",27,92,93,Diniz Dairy,9558 Columbus Ave Hilmar Merced 95324,37.427139639588,-120.867198855089,Hilmar 95324 Tegner Road Merced,Destination Address,Composting Facility,37.399019408541,-120.88667283677,,2024-12-16,False,,,,286.0,51.0,18,5
9701 Atwater Jordan Road Atwater 2024 Dairy AR,1,47,48,Vieira Dairy Farm,9701 Atwater Jordan Road Atwater Merced 95301,37.330996569866,-120.662201224203,Stevenson 95374 3Rd. Avenu Merced,Destination Address,Broker,37.327788276917,-120.878454783375,,2024-06-05,False,,,,1400.0,83.9,87,26
9701 Atwater Jordan Road Atwater 2024 Dairy AR,2,49,50,Vieira Dairy Farm,9701 Atwater Jordan Road Atwater Merced 95301,37.330996569866,-120.662201224203,Stevenson 95374 3Rd. Avenu Merced,Destination Address,Broker,37.327788276917,-120.878454783375,,2024-10-25,False,,,,2600.0,92.1,162,49
"9735 Washington Rd, Hilmar 2024 Dairy AR",1,31,32,Gomes Dairy,9735 Washington Road Hilmar CA 95324,37.429735892187,-120.904786242593,23616 Williams Avenue Hilmar 95324,Destination Address,Broker,37.390622411571,-120.916363913993,,2024-10-23,False,,,,2800.0,81.7,175,53
9863 S Van Allen Rd Stockton 2024 Dairy AR,1,46,46,E.R. Prins Dairy #2,9863 S. Van Allen Road Stockton CA 95215,,,002-001-074,Destination Assessor Parcel Number,Other,37.886575,-120.915408,,2024-10-06,False,,,,700.0,-54.9,44,13
9950 Arno Rd Galt 2024 Dairy AR,1,43,44,B & J Dairy,9950 Arno Rd. Galt 95632,38.324921139667,-121.324592689669,,,Other,,,,2024-10-01,False,,,,2000.0,8.6,125,38
9950 Arno Rd Galt 2024 Dairy AR,2,45,46,B & J Dairy,9950 Arno Rd. Galt 95632,38.324921139667,-121.324592689669,,,Other,,,,2024-10-01,False,,,,600.0,8.6,37,11
10043 Milnes Rd Modesto 2024 Dairy AR,1,34,35,Martins Living Trust,10043 Milnes Road Modesto CA 95357,37.68258417383,-120.810422441368,014-024-006,Destination Assessor Parcel Number,Other,38.352167,-120.520032,,2024-10-22,False,,,,2500.0,52.9,156,47
10077 Ave 26 Chowchilla 2024 Dairy AR,1,77,78,Faust Dairy & Heifer,10077 Avenue 26 Chowchilla Merced 93610,37.127183850653,-120.364129897046,Chowchilla 93610 Road 8 And Avenue 14 Madera,Destination Address,Farmer,37.0569655,-120.4010692,,2024-11-02,False,,,,2701.0,92.9,169,51
10213 W Main St Turlock 2024 Dairy AR,1,154,155,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,057-001-011,Destination Assessor Parcel Number,Other,37.436508,-121.011694,,2024-04-24,False,,,,9588.0,-21.4,599,180
10213 W Main St Turlock 2024 Dairy AR,2,156,157,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380 Zip Code,37.493113389934,-120.96564380497,058-018-001,Destination Assessor Parcel Number,Other,38.081455,-120.556998,,2024-04-24,False,,,,672.0,-21.4,42,13
10213 W Main St Turlock 2024 Dairy AR,3,158,159,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380 Zip Code,37.493113389934,-120.96564380497,057-003-007,Destination Assessor Parcel Number,Other,37.442334,-120.968482,,2024-05-18,False,,,,2292.0,-21.4,143,43
10213 W Main St Turlock 2024 Dairy AR,4,160,161,Robert Giolesti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,058-025-003,Destination Assessor Parcel Number,Other,38.078679,-120.553783,,2024-05-18,False,,,,1512.0,-21.4,94,28
10213 W Main St Turlock 2024 Dairy AR,5,162,163,Robert Giolesti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,057-003-007,Destination Assessor Parcel Number,Other,37.442334,-120.968482,,2024-11-22,False,,,,3000.0,-10.7,187,56
10213 W Main St Turlock 2024 Dairy AR,6,164,165,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,058-023-019,Destination Assessor Parcel Number,Other,36.844162,-121.414346,,2024-11-22,False,,,,2160.0,-10.7,135,41
10213 W Main St Turlock 2024 Dairy AR,7,166,167,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,058-023-005,Destination Assessor Parcel Number,Other,36.842452,-121.414374,,2024-11-22,False,,,,600.0,-10.7,37,11
10213 W Main St Turlock 2024 Dairy AR,8,168,169,Robert Gioletti + Sons Dairy,10213 W. Main St. Turlock 95380,37.493113389934,-120.96564380497,058-023-023,Destination Assessor Parcel Number,Other,36.844137,-121.413598,,2024-11-23,False,,,,1200.0,-10.7,75,23
10218 Fulkerth Rd Ceres 2024 Dairy AR,1,21,22,Robert Giletti + Sons Dairy #2,10218 Fulkerth Rd. Ceres 95307,37.507132625909,-120.96604286738,022-031-019,Destination Assessor Parcel Number,Other,38.017752,-121.641029,,2024-04-24,False,,,,252.0,-26.3,16,5
10218 Fulkerth Rd Ceres 2024 Dairy AR,2,23,24,Robert Giletti + Sons Dairy #2,10218 Fulkerth Rd. Ceres 95307,37.507132625909,-120.96604286738,022-036-014,Destination Assessor Parcel Number,Other,35.570834,-121.109794,,2024-04-24,False,,,,600.0,-26.3,37,11
10408 S Van Allen Rd Stockton 2024 Dairy AR,1,62,62,Manuel & Jeannette Borges Dairy,"10408 S Van Allen Rd Stockton, CA 95215",37.867271527655,-121.054314216817,185-100-03,Destination Assessor Parcel Number,Other,36.683609,-119.365204,2024-02-10,2024-02-24,False,,,,1000.0,61.5,62,19
10715 Arno Rd Galt 2024 Dairy AR,1,31,32,Cal-Denier Dairy,10715 Arno Rd. Galt 95632,38.337285662227,-121.286555277783,North Of Conley Rd. & Twin Cities Rd. Herald 95638,Destination Address,Other,38.303015412904,-121.231189035453,2024-06-03,2024-06-06,False,,,,1680.0,40.3,105,32
10715 Arno Rd Galt 2024 Dairy AR,2,33,34,Cal-Denier Dairy,10715 Arno Rd. Galt 95632,38.337285662227,-121.286555277783,,,Other,,,,2024-12-10,False,,,,1650.0,,103,31
10836 Hwy 120 Oakdale 2024 Dairy AR ,1,71,72,Hockstra Dairy,10834 Hwy 120 Oakdale 95361,37.776402862644,-120.795684445086,010-008-046,Destination Assessor Parcel Number,Other,37.891869,-121.618188,,2024-07-30,False,,10.0,60.0,600.0,-14.3,60,0
10836 Hwy 120 Oakdale 2024 Dairy AR ,2,73,74,Hockstra Dairy,10834 Hwy 120 Oakdale 95361,37.776402862644,-120.795684445086,002-050-006,Destination Assessor Parcel Number,Other,33.425691,-115.707454,2024-11-11,2024-11-12,False,,10.0,120.0,1200.0,-14.3,120,0
"11076 Vincent Rd, Turlock 2024 Dairy AR",1,77,78,Joe & Teresa Soares Dairy #1,11076 Vincent Rd Turlock Merced 95380,37.452754574651,-120.776208873588,Turlock 95380 Bradbury Merced,Destination Address,Broker,37.4698594,-120.7850727,,2024-10-30,False,,,,6136.0,68.7,383,115
11100 E Liberty Rd Galt 2024 Dairy AR,1,26,27,U Bar Dairy,11100 Liberty Rd. Galt 95632,38.234456511468,-121.185197483643,11151 Liberty Rd. Galt 95632,Destination Address,Other,38.235402790939,-121.181908222466,2024-09-23,2024-09-26,False,,,,470.0,6.8,29,9
11159 West Peach Street Livingston 2024 Dairy AR,2,29,30,J&Y Jimenez Dairy Inc,1159 Peach Ave Livingston Merced 95334,37.375081862963,-120.726172967921,11594 Ingomar Gustin CA 95322,Destination Address,Other,37.121236802601,-120.945119793036,,2024-06-01,False,,,,2500.0,,156,47
11204 Fulkerth Rd Turlock 2024 Dairy AR,1,24,25,Lucas Dairy,11204 Fulkerth Road Turlock CA 95380,37.50720010023,-120.977489110538,750 East Ave Gustine 95322,Destination Address,Broker,37.252812984983,-120.994122997389,,2024-10-11,False,,,,2600.0,87.47,162,49
11301 W Bradbury Rd Turlock 2024 Dairy AR,1,31,32,Fire-Lake Jerseys,11301 W. Bradbury Rd Turlock CA 95380,37.449565798719,-120.978496866756,400 N. Central Avenue Turlock 95380,Destination Address,Broker,37.495688478228,-120.958056506216,,2024-10-21,False,,,,1100.0,87.9,69,21
11450 Carroll Rd Elk Grove 2024 Dairy AR,1,70,71,Sb Farms,11450 Carroll Rd. Elk Grove 95757,38.339666206548,-121.403599754629,216 Hwy. 220 Ryde,Destination Address,Other,38.229452142599,-121.570813023285,2024-05-27,2024-05-30,False,,10.0,200.0,2000.0,77.9,200,0
11450 Carroll Rd Elk Grove 2024 Dairy AR,2,72,73,Sb Farms,11450 Carroll Rd. Elk Grove 95757,38.339666206548,-121.403599754629,216 Hwy. 220 Ryde,Destination Address,Other,38.229452142599,-121.570813023285,2024-10-14,2024-10-17,False,,10.0,100.0,1000.0,72.9,100,0
11735 Carroll Rd Elk Grove 2024 Dairy AR,1,20,21,Machado & Sons Dairy,11735 Carroll Rd. Elk Grove 95757,38.331923800675,-121.397539387177,,,Other,,,2024-10-14,2024-10-18,False,,,,320.0,14.4,20,6
11737 Bluegum Rd Hickman 2024 Dairy AR,1,80,80,Alberto Dairy,11737 Blue Gum Rd Hickman CA 95323,37.617694664569,-120.777539145564,5230 Patterson Rd Oakdale CA 95361,Destination Contact Address,Other,37.72886338538,-120.900895614596,,2024-02-22,False,,,,1900.0,77.3,119,36
11910 Bruceville Rd Elk Grove 2024 Dairy AR,1,39,40,J & M Dairy,11910 Bruceville Rd. Elk Grove 95757,38.323775040137,-121.418628171747,D&W Farms 1000 Hidden Lake Road Lodi 95240,Destination Address,Other,38.1568193,-121.2761753,,2024-10-16,False,,,,475.0,-49.0,30,9
